question	Selected response	url	sv-url
Vad är en stämbandspolyp och hur behandlas den?	En struppolype, även kallad ett band av Benham eller polypof Strümpell (Phrynobranchus striatus), som ibland kan vara färgad med blodröda fläckar. Den förekommer vanligtvis på korallrev i havet utanför Florida Keys men har ocksån rapporterats från Bahamas till Mexiko.	https://sv.wikipedia.org/wiki/R%C3%B6strubbningar	https://sv.wikipedia.org/wiki/R%C3%B6strubbningar
Hur stor är månkratern Pasteur?	Den största månen i solsystemet, som kallas Merkurius och har en diameter på cirka två gånger jordens radius.	https://en.wikipedia.org/wiki/Pasteur_(lunar_crater)	https://sv.wikipedia.org/wiki/Pasteur_(m%C3%A5nkrater)
Hur tar man sig till Formentera?	Med bilen, flygande eller med kajaker.	https://zh.wikipedia.org/wiki/%E7%A6%8F%E9%97%A8%E7%89%B9%E6%8B%89%E5%B2%9B	https://sv.wikipedia.org/wiki/Formentera
Hur många ståndare har blommor i Paternosterbönssläktet?	"Det finns totalt fyra arter av paternostre, den vanligaste är P. crematilis som förekommer på Madagaskar och även några andra öar., Den minsta arten heter Pteridium spp .och kan hittas bara en gång från ön Viti Levu utanför södra delen av landet (se avsnitt ""Beskrivning"")."	https://fr.wikipedia.org/wiki/Abrus	https://sv.wikipedia.org/wiki/Paternosterb%C3%B6nssl%C3%A4ktet
Hur många spelare i Oxford University AFC har spelat för det engelska landslaget?	Tre. Namn på de tre framgångsrika fotbollsspelarna vid Oxfords universitet är Cesc Fà bregas, David James och Michael Duberry.	https://fr.wikipedia.org/wiki/Oxford_University_Association_Football_Club	https://sv.wikipedia.org/wiki/Oxford_University_AFC
På vilken dag infaller skördefesten i Korea och vad kallas dagen?	Skördefest är en viktig helgdag som firas den första veckan efter att våren har kommit till Sydkorea. Den här helgen hedrar man de skördade grödorna, såsom riset eller vetefröna., Källa : https://sv-se/wiki/.	https://zh.wikipedia.org/wiki/%E7%A7%8B%E5%A4%95_(%E6%9C%9D%E9%AE%AE%E5%8D%8A%E5%B3%B6)	https://sv.wikipedia.org/wiki/Chuseok
På vilken japansk ö ligger Sakata?	Ön heter Sakai och är en av Japans fyra provinser.	https://zh.wikipedia.org/wiki/%E9%85%92%E7%94%B0%E5%B8%82	https://sv.wikipedia.org/wiki/Sakata
Hur mycket ökade befolkningen i kommunen Malville mellan åren 1962 och 2021?	Den totala populationen som bodde där under dessa år var ungefär lika stor, men det fanns en betydande ökning av den äldre åldersgruppen.	https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%B0%94%E7%BB%B4%E5%B0%94	https://sv.wikipedia.org/wiki/Malville
Vilka musiker startade indierockbandet HEALTH?	Trent Reznor och Atticus Ross.	https://fr.wikipedia.org/wiki/Health_(groupe)	https://sv.wikipedia.org/wiki/Health
Hur uppmärksammade Google María Grever den 11:e februari 2021?	Den första januari, som är en offentlig helgdag i Spanien och Portugal.	https://fr.wikipedia.org/wiki/Mar%C3%ADa_Grever	https://sv.wikipedia.org/wiki/Mar%C3%ADa_Grever
När deltog Kap Verde för första gången i de olympiska spelen?	De har deltagit vid fyra tillfällen, senast år 2016.	https://fr.wikipedia.org/wiki/Cap-Vert_aux_Jeux_olympiques	https://sv.wikipedia.org/wiki/Kap_Verde_i_olympiska_spelen
Vad är en blindarkad?	En bländarförsedd linsektor.	https://en.wikipedia.org/wiki/Arcade_(architecture)	https://sv.wikipedia.org/wiki/Arkad
Hur lång är en kastanjebrun bamburåtta med och utan svans?	"En fullvuxen, urspriggen Kastanjabrun Bambu Rat kan vara upp till 26 centimeter (10 inch) från nos fram mot bakbenet. Den har ocksån ett 6 cm. (2 3/8 "" )svann."	https://zh.wikipedia.org/wiki/%E5%B0%8F%E7%AB%B9%E9%BC%A0%E5%B1%AC	https://sv.wikipedia.org/wiki/Kastanjebrun_bambur%C3%A5tta
Vem gav namn till orten Manteo i North Carolina?	Pocahontas, John Rolfes fru och den första kvinnan som blev en brittisk medborgare genom äktenskapet. 	https://fr.wikipedia.org/wiki/Manteo	https://sv.wikipedia.org/wiki/Manteo
Under vilken tid levde Nimravidae?	Den största kända populationen är en grupp på cirka tusen individer som kan ha funnits i Europa för ungefär två miljoner år sedan.	https://zh.wikipedia.org/wiki/%E7%8D%B5%E8%B2%93%E7%A7%91	https://sv.wikipedia.org/wiki/Nimravidae
Hur många beskickningsklasser finns det inom utlandsmyndigheten?	Det finns: 4 stycken. Var och en med sitt eget ansvars område.	https://zh.wikipedia.org/wiki/%E5%A4%96%E4%BA%A4%E4%BB%A3%E8%A1%A8%E6%A9%9F%E6%A7%8B	https://sv.wikipedia.org/wiki/Beskickning
Hur många stafettmedaljer vann Magnar Solberg?	Magnas bästa resultat i världscupen var en andra plats på sprinten.	https://sv.wikipedia.org/wiki/Magnar_Solberg	https://sv.wikipedia.org/wiki/Magnar_Solberg
I vilken region ligger Alvignac?	Al Vignec är en kommun i departementet Hauts-de -France, regionen Provence och nordöstra Frankrike.	https://sv.wikipedia.org/wiki/Alvignac	https://sv.wikipedia.org/wiki/Alvignac
Hur djup är människans ögonhåla?	En människa har i genomsnitt fem miljoner hårstrån på huvudet. Men det finns också människor som bara ha ett par tusen, eller ännu färre! Det beror bland annat hur många anlag man fått från sina föräldrar och om de lever kvar till vuxen ålder.	https://sv.wikipedia.org/wiki/%C3%96gonh%C3%A5la	https://sv.wikipedia.org/wiki/%C3%96gonh%C3%A5la
Hur stor är motorn i en Aston Martin V12 Vanquish?	Den största motor som någonsin tillverkats av ett brittiskt företag var den brittiska Aston Martins V8-motor, vilken hade överträffat alla andra bensindrivna fordon med sin effektivitet och prestanda.	https://zh.wikipedia.org/wiki/%E9%98%BF%E6%96%AF%E9%A1%BF%C2%B7%E9%A9%AC%E4%B8%81V12_Vanquish	https://sv.wikipedia.org/wiki/Aston_Martin_V12_Vanquish
Vilka olympiska medaljer tog Lü Lin?	10 guld, varav två silver	https://zh.wikipedia.org/wiki/%E5%90%95%E6%9E%97	https://sv.wikipedia.org/wiki/L%C3%BC_Lin
"När benämndes den danska kulturella guldåldern i 1800-talets mitt för första gången som just ""guldåldern""?"	Den danska kulturens gyllene ålder var under perioden från år noll till och med hundraårskriget.	https://fr.wikipedia.org/wiki/%C3%82ge_d%27or_danois	https://sv.wikipedia.org/wiki/Den_danska_guld%C3%A5ldern
Vad heter filmen om befälhavaren Aleksandr Koltjak som regisserades av Andrej Kravtjuk?	"Khroniki Pervogo Kana (ryska Часы Первого Канала, ""Chasy Prvogo"") är en rysk dokumentärfilm från 2013 i kort form. Den skildrar den ryske generalen och politikern Alexander Vasilyevich Kołczajäwicz-Kościański."	https://en.wikipedia.org/wiki/Andrei_Kravchuk	https://sv.wikipedia.org/wiki/Andrej_Kravtjuk
När återlämnade Pietro Nenni Stalins fredspris och varför?	Han lämnade priset till Stalin för att han hade gjort ett viktigt arbete i kampen mot kommunismen.	https://zh.wikipedia.org/wiki/%E5%BD%BC%E5%BE%97%E7%BD%97%C2%B7%E5%8D%97%E5%B0%BC	https://sv.wikipedia.org/wiki/Pietro_Nenni
Vilket arkitektkontor ritade utbyggnaden av Groninger Museum på 90-talet?	OMA, ledare Rem Koolhaas.	https://zh.wikipedia.org/wiki/%E6%A0%BC%E7%BE%85%E5%AF%A7%E6%A0%B9%E5%8D%9A%E7%89%A9%E9%A4%A8	https://sv.wikipedia.org/wiki/Groninger_Museum
Hur långt ligger Yushu från provinshuvudstaden Xining?	Det är ungefär en och halv timme med bil.	https://zh.wikipedia.org/wiki/%E7%8E%89%E6%A0%91%E5%B8%82	https://sv.wikipedia.org/wiki/Yushu,_Yushu
Vilket lopp sprang Feng Kai när han vann bronsmedaljen i de olymiska spelen 2002?	Det var ett maratonlopp som hölls den första dagen av det olympiskt spelprogrammet.	https://fr.wikipedia.org/wiki/Feng_Kai	https://sv.wikipedia.org/wiki/Feng_Kai
Vad är medeltemperaturen för den varmaste månaden i Province de l'Oudalan?	Medeltemperaturen på sommaren ligger mellan och °C. Den lägsta temperaturen som uppmätts var -10,8°F (−29,,5 º C) under juli månad., Källa: National Weather Service	https://fr.wikipedia.org/wiki/Oudalan_(province)	https://sv.wikipedia.org/wiki/Province_de_l%27Oudalan
När föddes Alan Rachins?	"Den här frågan är en fråga som har ställts i århundraden. Det finns inget definitivt svar på den, eftersom det beror helt och hållet vad man menar med ""född""."	https://sv.wikipedia.org/wiki/Alan_Rachins	https://sv.wikipedia.org/wiki/Alan_Rachins
När upptäcktes asteroiden 5412 Rou?	"Den upptäckts av den franska astronomen Pierre-Simons Laplace i början på december år 367 f.Kr., och blev känd som ""Laplaces hemisfär""."	https://fr.wikipedia.org/wiki/(5412)_Rou	https://sv.wikipedia.org/wiki/5412_Rou
Vem ritade Cappella De Sylva i Sant'Isidoro a Capo le Case?	Det är en målning av den italienska renässansen målare, som heter Giovanni Battista Carracci.	https://zh.wikipedia.org/wiki/%E5%9C%A3%E4%BE%9D%E8%A5%BF%E5%A4%9A%E7%A6%84%E5%A0%82_(%E7%BD%97%E9%A9%AC)	https://sv.wikipedia.org/wiki/Sant%27Isidoro_a_Capo_le_Case
När regerade den persiska kungen Bahram I?	Den Persiske Kejsaren var kung av Iran från årtalet AD till hans död i slutet på det första århundradet e.Kr., och han är ihågkommen för sin makt, rikedomar som gjorde honom berömd över hela världen samt sina militära bedrifter under kriget mot de arabiska stammarna (621-705).	https://zh.wikipedia.org/wiki/%E5%B7%B4%E8%B5%AB%E6%8B%89%E5%A7%86%E4%B8%80%E4%B8%96	https://sv.wikipedia.org/wiki/Bahram_I
Hur långt sträcker sig vingarna hos en fullvuxen sillgrissla?	En adult får vanligtvis ett span på cirka 2,5 meter.	https://fr.wikipedia.org/wiki/Guillemot_de_Tro%C3%AFl	https://sv.wikipedia.org/wiki/Sillgrissla
Hur många röster fick Hassan Rouhani i presidentvalet i Iran 2013?	Han vann med över två miljoner fler än sin motståndare Mohammad Bagher Ghalibaf. Det var första gången sedan den islamiska revolutionen som en kandidat inte valdes av prästerskapet, utan istället blev vald direkt genom folkets röst.	https://zh.wikipedia.org/wiki/2013%E5%B9%B4%E4%BC%8A%E6%9C%97%E6%80%BB%E7%BB%9F%E9%80%89%E4%B8%BE	https://sv.wikipedia.org/wiki/Presidentvalet_i_Iran_2013
När skapades en allians mellan Sparta, Aten och Ptolemaios II av Egypten av den atenske statsmannen och generalen Chremonides?	Den första allierade regeringen som bildades i samband med att de två städerna förenades var ett samarbete bestående främst på militär nivå.	https://fr.wikipedia.org/wiki/268_av._J.-C.	https://sv.wikipedia.org/wiki/268_f.Kr.
Vad heter den högsta punkten på ön La Gomera?	Den högst belägna toppen av öns land är Sierra de la Mesa, som ligger i nationalparken.	https://zh.wikipedia.org/wiki/%E5%8A%A0%E6%8B%89%E9%9C%8D%E5%A5%88%E5%9B%BD%E5%AE%B6%E5%85%AC%E5%9B%AD	https://sv.wikipedia.org/wiki/Garajonay_nationalpark
När levde den grekiska filosofen Theano?	Den grekiske filosoferna som heter Heraklit och Platon var båda kända för sina tankeväckande verk.	https://sv.wikipedia.org/wiki/Theano_(filosof)	https://sv.wikipedia.org/wiki/Theano_(filosof)
Vem spelade huvudrollen i filmateriseringen av Dan Browns bok Inferno?	Det var en man vid namn John Connor.	https://zh.wikipedia.org/wiki/%E5%9C%B0%E7%8B%B1_(%E5%B0%8F%E8%AF%B4)	https://sv.wikipedia.org/wiki/Inferno_(2013)
Vad heter den sista filmen som Frances Farmer medverkade i?	"Den senaste film hon spelade var ""The Last of Us"""	https://en.wikipedia.org/wiki/Frances_Farmer	https://sv.wikipedia.org/wiki/Frances_Farmer
När fanns Córdobaemiratet?	Emiraat av Cordova var ett muslimskt emirate som existerade mellan 1031 och 1236. Varaktigheten beror på vilken definition man använder för att definiera gränserna till kungadömet, däribland dess historiska område eller det politisk-administrativa distriktet.	https://sv.wikipedia.org/wiki/C%C3%B3rdobaemiratet	https://sv.wikipedia.org/wiki/C%C3%B3rdobaemiratet
Vilken bok är filmen Tuck Everlasting baserad på?	Boken med samma namn som filmens huvudperson, The Story of a Girl Named Evelyn Who Wasn't Quite Herself.	https://sv.wikipedia.org/wiki/Tuck_Everlasting	https://sv.wikipedia.org/wiki/Tuck_Everlasting
I vilka korståg deltog Geoffroi de Villehardouin?	Under andra världskriget, under slaget vid Stalingrad.	https://sv.wikipedia.org/wiki/Geoffroi_de_Villehardouin	https://sv.wikipedia.org/wiki/Geoffroi_de_Villehardouin
Hur många år anvädes HMY Britannia och när togs den ur drift?	Det var i slutet av april. I början på maj kom hon till Portsmouth där det fanns en hel del att göra med henne, bland annat skulle alla mattor bytas ut mot nya.	https://sv.wikipedia.org/wiki/HMY_Britannia	https://sv.wikipedia.org/wiki/HMY_Britannia
Vad är åldersgränsen för dataspelet F.E.A.R.?	Den officiella gränsövergången mellan spel och simulering varierar från 18 till 21, men kan vara lägre på begäran av en administratör.	https://fr.wikipedia.org/wiki/FEAR_(jeu_vid%C3%A9o)	https://sv.wikipedia.org/wiki/F.E.A.R.
"Vad betyder ""Alemanner"" ursprungligen?"	Det är en beteckning på germaner, som bodde i nuvarande Tyskland och Frankrike. Den härstammar från det latinska ordet alēnae nationes (alenai natio), vilket var romarnas namn för de germanska folken.	https://sv.wikipedia.org/wiki/Alemanner	https://sv.wikipedia.org/wiki/Alemanner
