URL	Rubrik	Språk	200	Not
https://sv.wikipedia.org/wiki/Movimiento_Bolivariano_Revolucionario_200	Movimiento Bolivariano Revolucionario 200	sv,en,fr,zh	Vad heter den politiska rörelse som grundades av Hugo Chávez?	
https://zh.wikipedia.org/wiki/%E5%89%8D485%E5%B9%B4	前485年	zh,en,fi,fr,sv	När blev Tyrannen Gelon av Gela härskare över staden Syrakusa?	
https://zh.wikipedia.org/wiki/%E7%A7%91%E5%85%8B%E5%A4%A7%E5%AD%A6	科克大学	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E5%AE%89%E5%90%89%E6%96%AF%E7%89%B9%E9%87%8C%E5%B2%9B	安吉斯特里岛	zh,en,fi,fr,sv	Vad heter nudiststranden på Agistri?	
https://fr.wikipedia.org/wiki/Johnny_Cash	Johnny Cash	fr,en,fi,sv,zh	Hur många barn har Johnny Cash?	
https://en.wikipedia.org/wiki/Beauvechain	Beauvechain	en,fr,fi,sv,zh	Vad heter ortsdelarna i Beauvechain?	
https://fr.wikipedia.org/wiki/Noonie_Bao	Noonie Bao	fr,en,fi,sv	I vilket TV programm medverkade Noonie Bao år 2012?	
https://zh.wikipedia.org/wiki/%E8%89%B3%E7%BB%87%E9%9B%80%E5%B1%9E	艳织雀属	zh,en,fi,fr,sv	I vilken världsdel förekommer Fodyer?	
https://zh.wikipedia.org/wiki/%E9%94%A1%E5%BE%B7%E9%87%8C%E5%85%8B%C2%B7%E5%88%A9%E5%BE%B7%E5%B0%94	锡德里克·利德尔	zh,en,fr,sv	I vilken kategori fick Cedric Liddell en olympisk medalj?	
https://en.wikipedia.org/wiki/Takara	Takara	en,fr,sv,zh	Vilket motto hade leksaksföretaget Takara?	
https://en.wikipedia.org/wiki/Le_Mesnil-Opac	Le Mesnil-Opac	en,fr,sv,zh	I vilken kanton ligger Le Mesnil-Opac?	
https://fr.wikipedia.org/wiki/14_octobre	14 octobre	fr,en,fi,sv,zh	När har Stellan namnsdag enligt den svenska almanackan?	
https://fr.wikipedia.org/wiki/Peter_Iwers	Peter Iwers	fr,en,fi,sv	Vad heter bassisten i In Flames?	
https://zh.wikipedia.org/wiki/%E5%88%B6%E5%8B%95%E6%B6%B2	制動液	zh,en,fi,fr,sv	Vilken amerikansk myndighet reglerar bromsvätskornas grundegenskaper genom olika direktiv?	
https://sv.wikipedia.org/wiki/Saint-Cl%C3%A9ment,_Yonne	Saint-Clément, Yonne	sv,en,fr,zh	Vilket arrondissement ligger Saint-Clément i?	
https://zh.wikipedia.org/wiki/%E9%B5%9D%E8%9B%8B%E5%BD%A2	鵝蛋形	zh,en,fr,sv		
https://fr.wikipedia.org/wiki/Catherine_McCormack	Catherine McCormack	fr,en,fi,sv,zh	I vilken stad föddes Catherine McCormack?	
https://fr.wikipedia.org/wiki/Taekwondo_aux_Jeux_olympiques_d%27%C3%A9t%C3%A9_de_2012_-_Plus_de_67_kg_femmes	Taekwondo aux Jeux olympiques d'été de 2012 - Plus de 67 kg femmes	fr,en,sv,zh	Vad vann María Espinoza i de olympiska spelen 2012 och med vem delade hon medaljen?	
https://sv.wikipedia.org/wiki/Lautersheim	Lautersheim	sv,en,fr,zh	Hur många kommuner ingår i kommunalförbundet Göllheim?	
https://sv.wikipedia.org/wiki/R%C3%B6strubbningar	Röstrubbningar	sv,en,fr,fi,zh	Vad är en stämbandspolyp och hur behandlas den?	
https://en.wikipedia.org/wiki/Pasteur_(lunar_crater)	Pasteur (lunar crater)	en,fr,sv,zh	Hur stor är månkratern Pasteur?	
https://zh.wikipedia.org/wiki/%E7%A6%8F%E9%97%A8%E7%89%B9%E6%8B%89%E5%B2%9B	福门特拉岛	zh,en,fi,fr,sv	Hur tar man sig till Formentera?	
https://fr.wikipedia.org/wiki/Ligne_8_du_m%C3%A9tro_de_Paris	Ligne 8 du métro de Paris	fr,en,fi,sv,zh	Hur många stationer ligger på Paris metrolinje 8?	
https://zh.wikipedia.org/wiki/%E9%98%BF%E6%96%AF%E7%8F%80%E8%92%99%E7%89%B9_(%E5%BE%B7%E5%85%8B%E8%96%A9%E6%96%AF%E5%B7%9E) 阿斯珀蒙特	(德克薩斯州)	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E8%83%8C%E5%8F%9B%E7%9C%9F%E7%90%86%E7%9A%84%E4%BA%BA%E4%BB%AC	背叛真理的人们	zh,en,fr		
https://fr.wikipedia.org/wiki/Abrus	Abrus	fr,en,fi,sv,zh	Hur många stånder har blommor i Paternosterbönssläktet?	
https://sv.wikipedia.org/wiki/Fomitiporia	Fomitiporia	sv,en,fi,zh		
https://fr.wikipedia.org/wiki/Oxford_University_Association_Football_Club	Oxford University Association Football Club	fr,en,fi,sv	Hur många spelare av Oxford University AFC har spelat för det Engelska landslaget?	
https://zh.wikipedia.org/wiki/%E7%A7%8B%E5%A4%95_(%E6%9C%9D%E9%AE%AE%E5%8D%8A%E5%B3%B6)	秋夕 (朝鮮半島)	zh,en,fr,sv	På vilken dag infaller skördefesten i Korea och vad heter dagen?	
https://zh.wikipedia.org/wiki/%E9%85%92%E7%94%B0%E5%B8%82	酒田市	zh,en,fi,fr,sv	På vilken japansk ö ligger Sakata?	
https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%B0%94%E7%BB%B4%E5%B0%94	马尔维尔	zh,en,fr,sv	Hur mycket ökade bevolkningen i kommunen Malville mellan 1962 och 2021?	
https://fr.wikipedia.org/wiki/Health_(groupe)	Health (groupe)	fr,en,fi,sv	Vilka musiker startade indierockbandet HEALTH?	
https://en.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	HSC Csíkszereda	en,fr,fi,sv	Vad heter hemmaarenan där HSC Csíkszereda spelar sina hemmamatcher?	
https://sv.wikipedia.org/wiki/Lil_Dagover	Lil Dagover	sv,en,fr,fi	Vad föddes Lil Dagover?	
https://fr.wikipedia.org/wiki/Mar%C3%ADa_Grever	María Grever	fr,en,sv,zh	Hur uppmärksammade Google María Grever den 11:e februari 2021?	
https://fr.wikipedia.org/wiki/Cap-Vert_aux_Jeux_olympiques	Cap-Vert aux Jeux olympiques	fr,en,fi,sv,zh	När deltog Kap Verde för första gången i de olympiska spelen?	
https://zh.wikipedia.org/wiki/%E9%A9%AC%E9%B2%81%E7%93%A6%E5%8B%92%E5%A5%B6%E9%85%AA	马鲁瓦勒奶酪	zh,en,fi,fr		
https://zh.wikipedia.org/wiki/%E5%8D%A1%E8%8E%B1%E5%B0%94%E6%B2%83%C2%B7%E5%8A%B3%E5%93%88%E6%8B%89	卡莱尔沃·劳哈拉	zh,en,fi,fr		
https://en.wikipedia.org/wiki/Arcade_(architecture)	Arcade (architecture)	en,fr,fi,sv,zh	Vad är en blindarkad?	
https://fr.wikipedia.org/wiki/Dioumat%C3%A9n%C3%A9	Dioumaténé	fr,en,fi,zh		
https://zh.wikipedia.org/wiki/%E5%B0%8F%E7%AB%B9%E9%BC%A0%E5%B1%AC	小竹鼠屬	zh,en,fr,sv	Hur lång är en kastanjebrun bamburåtta med och utan svans?	
https://fr.wikipedia.org/wiki/Manteo	Manteo	fr,en,sv,zh	Vem gav namn till orten Manteo i North Carolina?	
https://zh.wikipedia.org/wiki/%E7%8D%B5%E8%B2%93%E7%A7%91	獵貓科	zh,en,fi,fr,sv	Under vilken tid levde Nimravidae?	
https://zh.wikipedia.org/wiki/%E5%A4%96%E4%BA%A4%E4%BB%A3%E8%A1%A8%E6%A9%9F%E6%A7%8B	外交代表機構	zh,en,fr,sv	Hur många beskickningsklasser finns det inom utlandsmyndigheten?	
https://sv.wikipedia.org/wiki/Magnar_Solberg	Magnar Solberg	sv,en,fr,fi,zh	Hur många stafettmedaljer vann Magnar Solberg?	
https://fr.wikipedia.org/wiki/Kyle_Korver	Kyle Korver	fr,en,fi,zh		
https://sv.wikipedia.org/wiki/Alvignac	Alvignac	sv,en,fr,zh	I vilken region ligger Alvignac?	
https://sv.wikipedia.org/wiki/%C3%96gonh%C3%A5la	Ögonhåla	sv,en,fr,fi,zh	Hur djupt är hålan i människans öga?	
https://sv.wikipedia.org/wiki/Emerging_Church	Emerging Church	sv,en,fr,zh	Vad heter församlingen där pastorn Dan Kimball var pastor?	
https://zh.wikipedia.org/wiki/%E9%98%BF%E6%96%AF%E9%A1%BF%C2%B7%E9%A9%AC%E4%B8%81V12_Vanquish	阿斯顿·马丁V12 Vanquish	zh,en,fi,fr,sv	Hur stor är motorn i en Aston Martin V12 Vanquish?	
https://sv.wikipedia.org/wiki/Chichester,_New_Hampshire	Chichester, New Hampshire	sv,en,fr	I vilken amerikansk delstad ligger Chichester?	
https://zh.wikipedia.org/wiki/%E5%90%95%E6%9E%97	吕林	zh,en,fi,fr,sv	Vilka olympiska medaljer tog Lü Lin?	
https://fr.wikipedia.org/wiki/%C3%82ge_d%27or_danois	Âge d'or danois	fr,en,sv,zh	När nämndes "guldåldern" för första gången för den danska kulturella guldåldern i 1800-talets mitt?	
https://en.wikipedia.org/wiki/Andrei_Kravchuk	Andrei Kravchuk	en,fr,fi,sv,zh	Vad heter filmen om befälhavaren Aleksandr Koltjak som regisserades av Andrej Kravtjuk?	
https://zh.wikipedia.org/wiki/%E5%8B%92%E8%92%99%E6%B3%B0%E4%BC%8A	勒蒙泰伊	zh,en,fr,sv	I vilken fransk region ligger Le Monteil?	
https://zh.wikipedia.org/wiki/%E5%BD%BC%E5%BE%97%E7%BD%97%C2%B7%E5%8D%97%E5%B0%BC	彼得罗·南尼	zh,en,fi,fr,sv	När återlämnade Pietro Nenni Stalins fredspris och varför?	
https://zh.wikipedia.org/wiki/%E6%A0%BC%E7%BE%85%E5%AF%A7%E6%A0%B9%E5%8D%9A%E7%89%A9%E9%A4%A8	格羅寧根博物館	zh,en,fr,sv	Vilket arkitektkontor ritade utbyggnaden av Groninger Museum på 90-talet?	
https://zh.wikipedia.org/wiki/%E7%8E%89%E6%A0%91%E5%B8%82	玉树市	zh,en,fi,fr,sv	Hur långt borta ligger Yushu från provinshuvudstaden Xining?	
https://fr.wikipedia.org/wiki/Feng_Kai	Feng Kai	fr,en,sv,zh	Vilket lopp sprang Feng Kai när han vann bronsmedaljen i de olymiska spelen 2002?	
https://fr.wikipedia.org/wiki/Bee_Train	Bee Train	fr,en,zh		
https://zh.wikipedia.org/wiki/%E5%8D%A1%E4%BC%A6%C2%B7%E7%8F%80%E8%A5%BF	卡伦·珀西	zh,en,fi,fr,sv		
https://zh.wikipedia.org/wiki/%E8%B0%A2%E5%B0%94%E7%9B%96%C2%B7%E5%B8%95%E6%8B%89%E6%9D%B0%E8%AF%BA%E5%A4%AB	谢尔盖·帕拉杰诺夫	zh,en,fi,fr,sv	Vilken asteroid är uppkallad efter Sergej Parajanov?	
https://fr.wikipedia.org/wiki/Oudalan_(province)	Oudalan (province)	fr,en,fi,sv,zh	Var ligger medeltemperaturen i den varmaste månad i Province de l'Oudalan?	
https://fr.wikipedia.org/wiki/Fredrikstad_FK	Fredrikstad FK	fr,en,fi,sv,zh	På vilken plats avslutade Fredrikstad FK den norska Tippeligan 2008?	
https://zh.wikipedia.org/wiki/%E6%B5%B7%E6%B3%95%E5%A4%A7%E5%AD%A6	海法大学	zh,en,fi,fr		
https://sv.wikipedia.org/wiki/Alan_Rachins	Alan Rachins	sv,en,fr,fi	När föddes Alan Rachins?	
https://fr.wikipedia.org/wiki/(5412)_Rou	(5412) Rou	fr,en,sv,zh	När upptäcktes asteroiden 5412 Rou?	
https://fr.wikipedia.org/wiki/(661)_Cl%C3%A9lie	(661) Clélie	fr,en,sv,zh		
https://zh.wikipedia.org/wiki/%E5%9C%A3%E4%BE%9D%E8%A5%BF%E5%A4%9A%E7%A6%84%E5%A0%82_(%E7%BD%97%E9%A9%AC)	圣依西多禄堂 (罗马)	zh,en,fr,sv	Vem ritade Cappella De Sylva i Sant'Isidoro a Capo le Case?	
https://zh.wikipedia.org/wiki/%E5%B7%B4%E8%B5%AB%E6%8B%89%E5%A7%86%E4%B8%80%E4%B8%96	巴赫拉姆一世	zh,en,fr,sv	När regerade den persiska kungen Bahram I?	
https://fr.wikipedia.org/wiki/Guillemot_de_Tro%C3%AFl	Guillemot de Troïl	fr,en,fi,sv,zh	Hur stort sträker sig vingarna i en fullvuxen Sillgrissla?	
https://fr.wikipedia.org/wiki/Collage_(art)	Collage (art)	fr,en,fi,sv,zh		
https://sv.wikipedia.org/wiki/Middleham	Middleham	sv,en,fr,zh		
https://zh.wikipedia.org/wiki/%E7%B4%84%E5%A7%86%E6%96%AF%E7%B6%AD%E4%BA%AC	約姆斯維京	zh,en,fi,fr,sv	När döptes Sven Tveskägg och Harald Blåtand?	
https://zh.wikipedia.org/wiki/2013%E5%B9%B4%E4%BC%8A%E6%9C%97%E6%80%BB%E7%BB%9F%E9%80%89%E4%B8%BE	2013年伊朗总统选举	zh,en,fi,fr,sv	Hur många röster fick Hassan Rouhani i presidentvalet i Iran 2013?	
https://fr.wikipedia.org/wiki/268_av._J.-C.	268 av. J.-C.	fr,en,fi,sv,zh	När skapades en allians mellan Sparta, Aten och Ptolemaios II av Egypten av den atenske statsmannen och generalen Chremonides?	
https://zh.wikipedia.org/wiki/%E7%93%A6%E5%B0%94%E5%BE%B7%E9%9F%A6%E5%8B%92	瓦尔德韦勒	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E5%AE%B9%E5%85%8B%E9%87%8C	容克里	zh,en,fr,sv		
https://fr.wikipedia.org/wiki/Alberto_Fouillioux	Alberto Fouillioux	fr,en,fi,sv	Hur många landskamper spelade Alberto Fouilloux?	
https://sv.wikipedia.org/wiki/8437_Bernicla	8437 Bernicla	sv,en,fr,zh		
https://zh.wikipedia.org/wiki/%E5%8A%A0%E6%8B%89%E9%9C%8D%E5%A5%88%E5%9B%BD%E5%AE%B6%E5%85%AC%E5%9B%AD	加拉霍奈国家公园	zh,en,fi,fr,sv	Vad heter den högsta punkten på ön La Gomera?	
https://sv.wikipedia.org/wiki/Theano_(filosof)	Theano (filosof)	sv,en,fr,fi	När levde den grekiska filosofen Theano?	
https://zh.wikipedia.org/wiki/%E5%9C%B0%E7%8B%B1_(%E5%B0%8F%E8%AF%B4)	地狱 (小说)	zh,en,fi,fr,sv	Vem spelade huvudrollen i filmateriseringen av Dan Browns bok Inferno?	
https://sv.wikipedia.org/wiki/Laurance_Rockefeller	Laurance Rockefeller	sv,en,fr,fi	För vilken fond var Laurance Rockefeller ordförande mellan 1968 och 1980?	
https://en.wikipedia.org/wiki/Frances_Farmer	Frances Farmer	en,fr,fi,sv	Vad heter den sista filmen där Frances Farmer medverkade?	
https://fr.wikipedia.org/wiki/Pl%C3%A9iotropie	Pléiotropie	fr,en,fi,sv,zh		
https://sv.wikipedia.org/wiki/C%C3%B3rdobaemiratet	Córdobaemiratet	sv,en,fr,zh	När fanns det Córdobaemiratet?	
https://sv.wikipedia.org/wiki/Uda_(kejsare)	Uda (kejsare)	sv,en,fr,zh		
https://fr.wikipedia.org/wiki/Baseball-Reference.com	Baseball-Reference.com	fr,en,zh		
https://fr.wikipedia.org/wiki/Agastache	Agastache	fr,en,fi,sv,zh		
https://sv.wikipedia.org/wiki/Tuck_Everlasting	Tuck Everlasting	sv,en,fr	På vilken bok är filmen Tuck Everlasting baserad på?	
https://fr.wikipedia.org/wiki/Valeille_(Loire)	Valeille (Loire)	fr,en,sv,zh		
https://sv.wikipedia.org/wiki/Litoria_rara	Litoria rara	sv,en,fr		
https://sv.wikipedia.org/wiki/Sauga_kommun	Sauga kommun	sv,en,fr,zh		
https://sv.wikipedia.org/wiki/Speichersdorf	Speichersdorf	sv,en,fr,zh		
https://zh.wikipedia.org/wiki/%E8%B5%AB%E5%B0%94%E6%9B%BC%C2%B7%E5%BC%97%E9%9B%B7%E6%B3%BD	赫尔曼·弗雷泽	zh,en,fi,fr,sv		
https://sv.wikipedia.org/wiki/Geoffroi_de_Villehardouin	Geoffroi de Villehardouin	sv,en,fr,fi,zh	I vilka korståg deltog Geoffroi de Villehardouin?	
https://zh.wikipedia.org/wiki/%E6%B3%95%E7%93%A6%E6%8B%89%E5%BE%B7%E6%8B%89%E9%87%8C%E9%9F%A6%E6%8B%89	法瓦拉德拉里韦拉	zh,en,fr,sv		
https://sv.wikipedia.org/wiki/Stahlberg	Stahlberg	sv,en,fr,zh		
https://sv.wikipedia.org/wiki/Tucum%C3%A1ntangara	Tucumántangara	sv,en,fr,fi		
https://zh.wikipedia.org/wiki/%E5%87%B9%E8%80%B3%E8%83%A1%E6%B9%8D%E8%9B%99	凹耳胡湍蛙	zh,en,fr,sv		
https://sv.wikipedia.org/wiki/HMY_Britannia	HMY Britannia	sv,en,fr,fi,zh	Hur många år anvädes HMY Britannia och när togs den ur drift?	
https://sv.wikipedia.org/wiki/Sydower_Flie%C3%9F	Sydower Fließ	sv,en,fr,zh		
https://fr.wikipedia.org/wiki/The_Leftovers	The Leftovers	fr,en,fi,sv	Hur många säsonger splades in av dramaserien The Leftovers?	
https://fr.wikipedia.org/wiki/FEAR_(jeu_vid%C3%A9o)	FEAR (jeu vidéo)	fr,en,fi,sv,zh	Vad är åldersgränsen för dataspelet F.E.A.R.?	
https://zh.wikipedia.org/wiki/%E5%8D%A1%E9%BD%90%E7%BA%B3%E5%B7%9E	卡齐纳州	zh,en,fi,fr,sv		
https://sv.wikipedia.org/wiki/Dave_Tippett	Dave Tippett	sv,en,fr,fi,zh		
https://fr.wikipedia.org/wiki/Championnat_d%27Europe_f%C3%A9minin_de_handball_2016	Championnat d'Europe féminin de handball 2016	fr,en,fi,sv		
https://sv.wikipedia.org/wiki/Alemanner	Alemanner	sv,en,fr,fi,zh		
https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%85%8B%C2%B7%E6%B2%83%E7%BA%B3	马克·沃纳	zh,en,fi,fr,sv		
https://sv.wikipedia.org/wiki/Choe_Ryong-hae	Choe Ryong-hae	sv,en,fr,zh		
https://zh.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E5%9B%BD%E9%99%85%E8%B1%A1%E6%A3%8B%E8%81%94%E5%90%88%E4%BC%9A	世界国际象棋联合会	zh,en,fi,fr,sv		
https://zh.wikipedia.org/wiki/%E6%8B%89%E6%B2%99%E4%BD%A9%E5%8B%92%E5%9B%BE%E9%98%BF%E7%BD%97	拉沙佩勒图阿罗	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E6%96%B0%E7%BC%AC%E8%8D%89%E5%B1%9E	新缬草属	zh,en,fi,fr,sv		
https://fr.wikipedia.org/wiki/Adriana_Lisboa	Adriana Lisboa	fr,en,fi,sv		
https://fr.wikipedia.org/wiki/Liaison_m%C3%A9tallique	Liaison métallique	fr,en,fi,sv,zh		
https://en.wikipedia.org/wiki/Arts_and_Humanities_Citation_Index	Arts and Humanities Citation Index	en,fr,fi,zh		
https://fr.wikipedia.org/wiki/Infiniti_G	Infiniti G	fr,en,fi,zh		
https://sv.wikipedia.org/wiki/Vaux-en-Ami%C3%A9nois	Vaux-en-Amiénois	sv,en,fr,zh		
https://fr.wikipedia.org/wiki/Sminthuridae	Sminthuridae	fr,en,fi,sv		
https://zh.wikipedia.org/wiki/VinFast	VinFast	zh,en,fi,fr,sv		
https://fr.wikipedia.org/wiki/Omega_Centauri	Omega Centauri	fr,en,fi,sv,zh		
https://fr.wikipedia.org/wiki/Corneille_%C3%A0_t%C3%AAte_brune	Corneille à tête brune	fr,en,fi,sv,zh		
https://zh.wikipedia.org/wiki/%E5%9F%83%E5%85%8B%E6%A3%AE_(%E5%BE%B7%E5%9B%BD)	埃克森 (德国)	zh,en,fr,sv		
https://sv.wikipedia.org/wiki/Hugh_Fraser	Hugh Fraser	sv,en,fr,fi		
https://sv.wikipedia.org/wiki/Amoncourt	Amoncourt	sv,en,fr,zh		
https://zh.wikipedia.org/wiki/%E8%81%8C%E4%B8%9A%E6%9D%80%E6%89%8B_(%E7%94%B5%E5%BD%B1)	职业杀手 (电影)	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E9%94%A1%E4%BC%8A%E6%98%82%E5%8F%A4%E8%B4%B9%E6%81%A9	锡伊昂古费恩	zh,en,fr,sv		
https://fr.wikipedia.org/wiki/Canon_EOS_70D	Canon EOS 70D	fr,en,fi,sv,zh		
https://fr.wikipedia.org/wiki/Nina_Curtis	Nina Curtis	fr,en,sv,zh		
https://zh.wikipedia.org/wiki/%E7%B4%84%E7%BF%B0%C2%B7%E8%8F%AF%E7%89%B9%E6%96%AF	約翰·華特斯	zh,en,fi,fr,sv		
https://en.wikipedia.org/wiki/Delta,_British_Columbia	Delta, British Columbia	en,fr,fi,sv,zh		
https://zh.wikipedia.org/wiki/%E9%98%BF%E7%88%BE%E5%A1%94%E8%BF%AA%E7%B4%8D_(%E5%8A%A0%E5%88%A9%E7%A6%8F%E5%B0%BC%E4%BA%9E%E5%B7%9E)	阿爾塔迪納 (加利福尼亞州)	zh,en,fi,fr,sv		
https://en.wikipedia.org/wiki/Brothers_in_Arms_(album)	Brothers in Arms (album)	en,fr,fi,sv		
https://en.wikipedia.org/wiki/Susan_Mayer	Susan Mayer	en,fr,fi,sv,zh		
https://fr.wikipedia.org/wiki/Al%C3%A9m_Para%C3%ADba	Além Paraíba	fr,en,sv,zh		
https://fr.wikipedia.org/wiki/Ab%C3%A1dszal%C3%B3k	Abádszalók	fr,en,sv,zh		
https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%A2%85%E5%B0%94%E8%A5%BF	上梅尔西	zh,en,fi,fr,sv		
https://zh.wikipedia.org/wiki/%E8%AD%A6%E5%AF%9F%E5%AD%A6%E6%A0%A1_(%E7%94%B5%E5%BD%B1)	警察学校 (电影)	zh,en,fi,fr,sv		
https://fr.wikipedia.org/wiki/Moshood_Abiola	Moshood Abiola	fr,en,fi,sv		
https://zh.wikipedia.org/wiki/%E4%BF%AE%E8%BE%9E%E5%AD%A6	修辞学	zh,en,fi,fr,en-simple,sv		
https://zh.wikipedia.org/wiki/%E7%83%8F%E5%85%8B%E8%98%AD%E5%BA%AB%E9%82%A6	烏克蘭庫邦	zh,en,fi,fr		
https://fr.wikipedia.org/wiki/Pachychilon_pictum	Pachychilon pictum	fr,en,sv,zh		
https://zh.wikipedia.org/wiki/%E5%90%89%E5%88%97%E4%BD%93%E8%82%B2%E5%9C%BA	吉列体育场	zh,en,fi,fr,sv		
https://fr.wikipedia.org/wiki/Oxycarenidae	Oxycarenidae	fr,en,sv,zh		
https://sv.wikipedia.org/wiki/Microsoft_Edge	Microsoft Edge	sv,en,fr,fi,zh		
https://en.wikipedia.org/wiki/Bombykol	Bombykol	en,fr,fi,zh		
https://fr.wikipedia.org/wiki/Emden_(1925)	Emden (1925)			
