url-idx	Primary Wikipedia URL	title	URL-es	question
249	https://zh.wikipedia.org/wiki/%E5%8A%A0%E6%8B%89%E9%9C%8D%E5%A5%88%E5%9B%BD%E5%AE%B6%E5%85%AC%E5%9B%AD	加拉霍奈国家公园	https://es.wikipedia.org/wiki/Parque_nacional_de_Garajonay	¿Dónde se encuentra el Parque Nacional de Garajonay?
250	https://sv.wikipedia.org/wiki/Theano_(filosof)	Theano (filosof)	https://es.wikipedia.org/wiki/Téano	¿Cómo se llamaba el cónyuge de Pitagorás y a qué se dedicaba?
251	https://zh.wikipedia.org/wiki/%E5%9C%B0%E7%8B%B1_(%E5%B0%8F%E8%AF%B4)	地狱 (小说)	https://es.wikipedia.org/wiki/Inferno_(novela_de_Dan_Brown)	¿Qué editorial fue la encargada de ditribuir la edición es Español de la novela "Infierno" de Dan Brown?
252	https://sv.wikipedia.org/wiki/Laurance_Rockefeller	Laurance Rockefeller	https://es.wikipedia.org/wiki/Laurance_Rockefeller	¿Qué fondo administró Laurance Rockefeller entre 1940 y 1982?
253	https://en.wikipedia.org/wiki/Frances_Farmer	Frances Farmer	https://es.wikipedia.org/wiki/Frances_Farmer	¿Cómo se llama la última película protagonizada por Frances Farmer?
254	https://fr.wikipedia.org/wiki/Pl%C3%A9iotropie	Pléiotropie	https://es.wikipedia.org/wiki/Pleiotrop%C3%ADa	¿Qué es la pleiotropía en genética?
255	https://sv.wikipedia.org/wiki/C%C3%B3rdobaemiratet	Córdobaemiratet	https://es.wikipedia.org/wiki/Emirato_de_Córdoba	¿Cuándo existió el Emirato de Córdoba?
256	https://sv.wikipedia.org/wiki/Uda_(kejsare)	Uda (kejsare)	https://es.wikipedia.org/wiki/Uda_Tennō	¿Cómo se le llama comunmente al trono imperial de Japón utilizado en el periodo Heian?
258	https://fr.wikipedia.org/wiki/Agastache	Agastache	https://es.wikipedia.org/wiki/Agastache	¿De qué palagras griegas proviene el nombre de las plantas del genero Agastache?
259	https://sv.wikipedia.org/wiki/Tuck_Everlasting	Tuck Everlasting	https://es.wikipedia.org/wiki/Tuck_Everlasting_(pel%C3%ADcula)	¿Cómo se tradujo el título de la película Tuck Everlasting al español?
260	https://fr.wikipedia.org/wiki/Valeille_(Loire)	Valeille (Loire)	https://es.wikipedia.org/wiki/Valeille	¿En qué comuna francesa se encuentra Valeille?
262	https://sv.wikipedia.org/wiki/Sauga_kommun	Sauga kommun	https://es.wikipedia.org/wiki/Sauga	¿En dónde está ubicado Sauga?
263	https://sv.wikipedia.org/wiki/Speichersdorf	Speichersdorf	https://es.wikipedia.org/wiki/Speichersdorf	¿En dónde está ubicado Speichersdorf?
264	https://zh.wikipedia.org/wiki/%E8%B5%AB%E5%B0%94%E6%9B%BC%C2%B7%E5%BC%97%E9%9B%B7%E6%B3%BD	赫尔曼·弗雷泽	https://es.wikipedia.org/wiki/Herman_Frazier	¿En qué prueba olímpica destacó el estadounidense Hermann Frazier?
265	https://sv.wikipedia.org/wiki/Geoffroi_de_Villehardouin	Geoffroi de Villehardouin	https://es.wikipedia.org/wiki/Geoffrey_de_Villehardouin	¿De dónde procede Geoffroi de Villehardouin?
266	https://zh.wikipedia.org/wiki/%E6%B3%95%E7%93%A6%E6%8B%89%E5%BE%B7%E6%8B%89%E9%87%8C%E9%9F%A6%E6%8B%89	法瓦拉德拉里韦拉	https://es.wikipedia.org/wiki/Favareta	¿Cómo se llega a Favareta desde Valencia?
268	https://sv.wikipedia.org/wiki/Tucum%C3%A1ntangara	Tucumántangara	https://es.wikipedia.org/wiki/Poospiza_baeri	¿Qúe tipo de animal es el Poospiza baeri?
270	https://sv.wikipedia.org/wiki/HMY_Britannia	HMY Britannia	https://es.wikipedia.org/wiki/HMY_Britannia_(1954)	¿Cuál fue el último yate real de la Corona británica?
271	https://sv.wikipedia.org/wiki/Sydower_Flie%C3%9F	Sydower Fließ	https://es.wikipedia.org/wiki/Sydower_Fließ	¿En qué estado alemán está localizado Sydower Fließ?
272	https://fr.wikipedia.org/wiki/The_Leftovers	The Leftovers	https://es.wikipedia.org/wiki/The_Leftovers	¿En qué canal de televisión se emitió la serie estadounidense "The Leftovers" en España?
273	https://fr.wikipedia.org/wiki/FEAR_(jeu_vid%C3%A9o)	FEAR (jeu vidéo)	https://es.wikipedia.org/wiki/F.E.A.R.	¿Cuántas secuelas y expansiones del juego F.E.A.R. se comercializaron?
274	https://zh.wikipedia.org/wiki/%E5%8D%A1%E9%BD%90%E7%BA%B3%E5%B7%9E	卡齐纳州	https://es.wikipedia.org/wiki/Estado_de_Katsina	¿Con qué país colinda el estado Nigeriano de Katsina?
277	https://sv.wikipedia.org/wiki/Alemanner	Alemanner	https://es.wikipedia.org/wiki/Pueblo_alamán	¿Quiénes fueron los Alemanner o Alamanes?
279	https://sv.wikipedia.org/wiki/Choe_Ryong-hae	Choe Ryong-hae	https://es.wikipedia.org/wiki/Choe_Ryong-hae	¿Tiene el político norcoreano Choe Ryong-hae lazos familiares con el actual presidente del mismo país?
280	https://zh.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E5%9B%BD%E9%99%85%E8%B1%A1%E6%A3%8B%E8%81%94%E5%90%88%E4%BC%9A	世界国际象棋联合会	https://es.wikipedia.org/wiki/Federación_Internacional_de_Ajedrez	¿Cuántas personas han fungido como presidentes de la Federación Internacional de Ajedrez desde su fundación?
306	https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%A2%85%E5%B0%94%E8%A5%BF	上梅尔西	https://es.wikipedia.org/wiki/Mercy-le-Haut	¿Dónde nació el Presidente francés Albert Lebrun?
312	https://zh.wikipedia.org/wiki/%E5%90%89%E5%88%97%E4%BD%93%E8%82%B2%E5%9C%BA	吉列体育场	https://es.wikipedia.org/wiki/Gillette_Stadium	¿Para cuántos espectadores tiene capacidad el Gillette Stadium en Foxborough?
349	https://fr.wikipedia.org/wiki/Saint-Porquier	Saint-Porquier	https://es.wikipedia.org/wiki/Saint-Porquier	¿Dónde se encuentra Saint-Porquier?
350	https://en.wikipedia.org/wiki/Monterchi	Monterchi	https://es.wikipedia.org/wiki/Monterchi	¿En qué región italiana se encuentra Monterchi?
352	https://fr.wikipedia.org/wiki/Uta_Hagen	Uta Hagen	https://es.wikipedia.org/wiki/Uta_Hagen	¿Por qué es conocida Uta Hagen?
357	https://fr.wikipedia.org/wiki/Isolobodon_portoricensis	Isolobodon portoricensis	https://es.wikipedia.org/wiki/Isolobodon_portoricensis	¿Qué tipo de animal es el Isolobodon portoricensis?
359	https://en.wikipedia.org/wiki/Canavanine	Canavanine	https://es.wikipedia.org/wiki/Canavanina	¿Por qué algunas plantas producen canavanina?
360	https://zh.wikipedia.org/wiki/%E8%BF%B7%E4%BD%A0%E7%BA%A2%E7%99%BD%E6%9C%BA	迷你红白机	https://es.wikipedia.org/wiki/NES_Classic_Edition	¿Qué diferencía a la edición Shonen Jump de la NES Classic Edition?
362	https://zh.wikipedia.org/wiki/%E5%B8%9D%E5%9B%BD	帝国	https://es.wikipedia.org/wiki/Imperio	¿Cuál es el concepto de imperio?
363	https://zh.wikipedia.org/wiki/%E9%98%BF%E5%8D%9C%E6%9D%9C%E6%8B%89%E8%B5%AB%E6%9B%BC%C2%B7%E9%98%BF%E9%87%8C%E5%A4%AB	阿卜杜拉赫曼·阿里夫	https://es.wikipedia.org/wiki/Abd_ar-Rahman_Arif	¿En qué decada fue Abdul Rahman Arif presidente de Irak?
366	https://fr.wikipedia.org/wiki/Aesculus_hippocastanum	Aesculus hippocastanum	https://es.wikipedia.org/wiki/Aesculus_hippocastanum	¿De dónde es oriundo el castaño de Indias​ (Aesculus hippocastanum) ?
367	https://zh.wikipedia.org/wiki/%E5%B0%8F%E8%A1%8C%E6%98%9F5757	小行星5757	https://es.wikipedia.org/wiki/(5757)_Tichá	¿Alrededor de qué cuerpo celeste orbita el asteroide (5757) Tichá?
368	https://zh.wikipedia.org/wiki/%E7%BA%B3%E7%93%A6%E5%BE%B7%E5%A4%AB%E5%85%B0%E8%A5%BF%E4%BA%9A	纳瓦德夫兰西亚	https://es.wikipedia.org/wiki/Nava_de_Francia	¿Por qué es conocido el poblado de Nava de Francia?
407	https://fr.wikipedia.org/wiki/Jaume_Dom%C3%A9nech	Jaume Doménech	https://es.wikipedia.org/wiki/Jaume_Doménech	¿En qué posición juega el futbolista Jaume Doménech?
408	https://zh.wikipedia.org/wiki/%E7%BD%97%E8%90%A8%E9%87%8C%E5%A5%A5	罗萨里奥	https://es.wikipedia.org/wiki/Rosario_(Argentina)	¿Cuál es la tercera urbe metropolitana más poblada de Argentina?
412	https://sv.wikipedia.org/wiki/Den_nikomachiska_etiken	Den nikomachiska etiken	https://es.wikipedia.org/wiki/Ética_nicomáquea	¿Cómo se llama el primer tratado sistemático sobre la ética y quén lo escribió?
413	https://zh.wikipedia.org/wiki/%E7%BE%8E%E9%BA%97%E8%B9%BA%E4%BD%B3%E4%BA%BA	美麗蹺佳人	https://es.wikipedia.org/wiki/Sweet_Home_Alabama_(pel%C3%ADcula)	¿Con qué premios fue galardonada la palícula estadounidense "Sweet Home alabama"?
415	https://zh.wikipedia.org/wiki/%E5%90%90%E9%B2%81%E7%95%AA%E5%B8%82	吐鲁番市	https://es.wikipedia.org/wiki/Turfán	¿En qué región autónoma China está bicada la ciudad de Turfán?
417	https://sv.wikipedia.org/wiki/%C4%90%E1%BA%B7ng_Th%E1%BB%8B_Ng%E1%BB%8Dc_Th%E1%BB%8Bnh	Đặng Thị Ngọc Thịnh	https://es.wikipedia.org/wiki/Đặng_Thị_Ng%E1%BB%8Dc_Thịnh	¿Cómo se llama la primera mujer en convertirse en presidenta de Vietnam?
421	https://fr.wikipedia.org/wiki/Murero	Murero	https://es.wikipedia.org/wiki/Murero	¿En qué comunidad autónoma de España está localizado Murero?
422	https://en.wikipedia.org/wiki/French_paradox	French paradox	https://es.wikipedia.org/wiki/Paradoja_francesa	¿A qué hace referencia la llamada "paradoja francesa" en teoría nutricional?
423	https://sv.wikipedia.org/wiki/H-motor	H-motor	https://es.wikipedia.org/wiki/Motor_en_H	¿Qué ventajas presentan los motores en H que los hacen más adecuados para usos en aeronáutica?
428	https://sv.wikipedia.org/wiki/Real_Madrid_Castilla	Real Madrid Castilla	https://es.wikipedia.org/wiki/Real_Madrid_Castilla_Club_de_Fútbol	¿Cuántos presidentes ha tenido el club de football español Real Madrid Castilla?
430	https://zh.wikipedia.org/wiki/%E6%9D%9C%E5%9D%8E%E7%BA%A4%E9%A3%9F%E6%B3%95	杜坎纤食法	https://es.wikipedia.org/wiki/Dieta_Dukan	¿En qué año el dietista Pierre Dukan fue expulsado del colegio de médicos francés?
445	https://sv.wikipedia.org/wiki/V%C3%A4rldsm%C3%A4sterskapen_i_taekwondo	Världsmästerskapen i taekwondo	https://es.wikipedia.org/wiki/Campeonato_Mundial_de_Taekwondo	¿En qué año se celebró el primer Campeonato Mundial de Taekwondo femenino?
446	https://en.wikipedia.org/wiki/El_Mercurio_de_Valpara%C3%ADso	El Mercurio de Valparaíso	https://es.wikipedia.org/wiki/El_Mercurio_de_Valpara%C3%ADso	¿Cuál es el nombre completo del fundador de "El Mercurio de Valparaíso"?
448	https://zh.wikipedia.org/wiki/%E9%BB%98%E6%A0%BC%E6%9E%97%E6%A0%B9	默格林根	https://es.wikipedia.org/wiki/Möglingen	¿Desde qué siglo se tienen registros de la existencia de Möglingen, situado en la actual Alemania?
449	https://sv.wikipedia.org/wiki/Chun_Jung-myung	Chun Jung-myung	https://es.wikipedia.org/wiki/Chun_Jung-myung	¿Cuál fue la primera serie de television en la que participó el actor surcoreano  Chun Jung-myung?
450	https://sv.wikipedia.org/wiki/Benny_Benassi	Benny Benassi	https://es.wikipedia.org/wiki/Benny_Benassi	¿Cómo se llama el sencillo más famoso del DJ Benny Benassi, mismo que debuto en 2002?
451	https://fr.wikipedia.org/wiki/Fraction_unitaire	Fraction unitaire	https://es.wikipedia.org/wiki/Fracción_unitaria	¿Qué es una fracción unitaria en matemáticas?
453	https://zh.wikipedia.org/wiki/%E8%B4%BE%E6%9E%97%C2%B7%E6%89%80%E7%BD%97%E9%97%A8	贾林·所罗门	https://es.wikipedia.org/wiki/Jarrin_Solomon	¿En qué disciplina deportiva destacó Jarrin Solomon?
455	https://en.wikipedia.org/wiki/Irrawaddy_River	Irrawaddy River	https://es.wikipedia.org/wiki/R%C3%ADo_Irawadi	¿Cómo se llama el río más largo de Myanmar?
458	https://fr.wikipedia.org/wiki/Fuligo_septica	Fuligo septica	https://es.wikipedia.org/wiki/Fuligo_septica	¿De qué color es el moho Fuligo septica?
459	https://zh.wikipedia.org/wiki/%E7%BD%97%E7%89%B9%E5%B7%B4%E5%85%8B	罗特巴克	https://es.wikipedia.org/wiki/Rothbach	¿En qué región de Francia esta ubicado Rothbach?
460	https://zh.wikipedia.org/wiki/2018%E5%B9%B4%E4%B8%AD%E5%9C%8B%E5%A4%A7%E7%8D%8E%E8%B3%BD	2018年中國大獎賽	https://es.wikipedia.org/wiki/Anexo:Gran_Premio_de_China_de_2018	¿Quién ganó el Grand Prix de la Fórmula 1 en China en el 2018?
461	https://fr.wikipedia.org/wiki/Dissidia:_Final_Fantasy	Dissidia: Final Fantasy	https://es.wikipedia.org/wiki/Dissidia:_Final_Fantasy	¿En qué consola se lanzó por primera vez "Dissidia: Final Fantasy"?
463	https://zh.wikipedia.org/wiki/%E5%AE%97%E5%BA%A7%E9%A2%9D%E6%88%91%E7%95%A5%E5%A4%A7%E5%AD%A6	宗座额我略大学	https://es.wikipedia.org/wiki/Pontificia_Universidad_Gregoriana	¿Quién es el fundador de la Pontificia Universidad Gregoriana?
464	https://fr.wikipedia.org/wiki/G%C3%B6d%C3%B6ll%C5%91	Gödöllő	https://es.wikipedia.org/wiki/Gödöllő	¿En qué país se encuentra la ciudad de Gödöllő?
465	https://zh.wikipedia.org/wiki/%E5%BE%B7%E5%93%88%E7%B6%AD%E8%98%AD%E5%8A%A0%E6%8B%BF%E5%A4%A7DHC-8	德哈維蘭加拿大DHC-8	https://es.wikipedia.org/wiki/De_Havilland_Canada_Dash_8	¿En donde se producen los aviones de la serie de aviones DHC-8 o Dash-8?
466	https://fr.wikipedia.org/wiki/Folding@home	Folding@home	https://es.wikipedia.org/wiki/Folding@home	¿Cuál es el principal propósito del proyecto Folding@home?
469	https://sv.wikipedia.org/wiki/PJAK	PJAK	https://es.wikipedia.org/wiki/Partido_por_una_Vida_Libre_en_Kurdistán	¿En qué países está activo la organización política llamada Partido por una Vida Libre en Kurdistán?
470	https://sv.wikipedia.org/wiki/41_(tal)	41 (tal)	https://es.wikipedia.org/wiki/Cuarenta_y_uno	¿Cómo se puede obtener el número 41 expresado como suma de dos cuadrados?
472	https://zh.wikipedia.org/wiki/%E6%95%98%E5%88%A9%E4%BA%9E%E5%9F%BA%E7%9D%A3%E6%95%99	敘利亞基督教	https://es.wikipedia.org/wiki/Cristianismo_sir%C3%ADaco	¿Cuál es la corriente de cristianimo más comunmente praticada en Karala, India?
474	https://sv.wikipedia.org/wiki/Carlo_Gozzi	Carlo Gozzi	https://es.wikipedia.org/wiki/Carlo_Gozzi	¿Según el dramaturgo Carlo Gozzi, cuántos argumentos dramáticos existen?
475	https://fr.wikipedia.org/wiki/Gordon_Strachan	Gordon Strachan	https://es.wikipedia.org/wiki/Gordon_Strachan	Gordon Strachan es un entrenador de football, ¿Cuál fue el último equipo que entrenó ?
478	https://fr.wikipedia.org/wiki/La_Robine-sur-Galabre	La Robine-sur-Galabre	https://es.wikipedia.org/wiki/La_Robine-sur-Galabre	¿En qué provicina francesa está ubicado La Robine-sur-Galabre?
481	https://zh.wikipedia.org/wiki/%E5%B0%A4%E9%87%8C%C2%B7%E5%8A%A0%E6%B4%A5%E6%96%AF%E5%9F%BA	尤里·加津斯基	https://es.wikipedia.org/wiki/Yuri_Gazinski	¿Qué deporte practica Yuri Gazinski (Ю́рий Гази́нский)?
482	https://zh.wikipedia.org/wiki/%E4%BA%9A%E5%8E%86%E5%B1%B1%E5%BE%B7%E7%BD%97%C2%B7%E6%99%AE%E5%A5%87%E5%B0%BC	亚历山德罗·普奇尼	https://es.wikipedia.org/wiki/Alessandro_Puccini	¿Qué deporte practicaba Alessandro Puccini?
488	https://fr.wikipedia.org/wiki/111_West_57th_Street	111 West 57th Street	https://es.wikipedia.org/wiki/111_West_57th_Street	¿Cuántos años se tardó en construir la Torre Steinway en Manhattan?
491	https://sv.wikipedia.org/wiki/Plastic_Letters	Plastic Letters	https://es.wikipedia.org/wiki/Plastic_Letters	¿Cómo se llama el segundo álbum de la banda estadounidense Blondie?
492	https://fr.wikipedia.org/wiki/Cirrostratus	Cirrostratus	https://es.wikipedia.org/wiki/Cirrostrato	¿Es probable que llueva si veo un cirrostrato?
495	https://sv.wikipedia.org/wiki/Guillaume_Bud%C3%A9	Guillaume Budé	https://es.wikipedia.org/wiki/Guillaume_Budé	¿En qué siglos vivió Guillaume Budé?
497	https://zh.wikipedia.org/wiki/%E7%B1%B3%E8%8E%B1%E6%89%98	米莱托	https://es.wikipedia.org/wiki/Mileto_(Italia)	¿Está en aumento la población de Mileto en Calabria?
500	https://sv.wikipedia.org/wiki/Mutoskop	Mutoskop	https://es.wikipedia.org/wiki/Mutoscopio	¿En qué años fueron populares los mutoscopios?
