url	en-url	title	langs	question	alt_question
https://zh.wikipedia.org/wiki/%E9%98%BF%E6%96%AF%E9%A1%BF%C2%B7%E9%A9%AC%E4%B8%81V12_Vanquish	https://en.wikipedia.org/wiki/Aston_Martin_Vanquish	阿斯顿·马丁V12 Vanquish	zh,en,fi,fr,sv	In which film does James Bond drive an Aston Martin V12 Vanquish?	
https://en.wikipedia.org/wiki/Hamilton_Academical_F.C.	https://en.wikipedia.org/wiki/Hamilton_Academical_F.C.	Hamilton Academical F.C.	en,fi,sv,zh,fr	Where do Hamilton Academical F.C.'s play their home matches?	
https://en.wikipedia.org/wiki/Cilleruelo_de_San_Mam%C3%A9s	https://en.wikipedia.org/wiki/Cilleruelo_de_San_Mam%C3%A9s	Cilleruelo de San Mamés	en,fr,sv,zh	In which country is Cilleruelo de San Mamés located?	
https://fr.wikipedia.org/wiki/Cap-Vert_aux_Jeux_olympiques	https://en.wikipedia.org/wiki/Cape_Verde_at_the_Olympics	Cap-Vert aux Jeux olympiques	fr,en,fi,sv,zh	When did Cape Verde first participate in the Summer Olympics?	
https://zh.wikipedia.org/wiki/%E5%8D%A2%E6%A0%BC%E6%9D%9C%E5%8A%AA%E5%A7%86	https://en.wikipedia.org/wiki/Lugdunum	卢格杜努姆	zh,en,fr,sv	Which Roman emperors were born in Lugdunum?	
https://fr.wikipedia.org/wiki/Al%C3%A9m_Para%C3%ADba	https://en.wikipedia.org/wiki/Al%C3%A9m_Para%C3%ADba	Além Paraíba	fr,en,sv,zh	When was the Empreza Ferro Carril Além Parahyba railyway in operation?	
https://fr.wikipedia.org/wiki/The_Leftovers	https://en.wikipedia.org/wiki/The_Leftovers_(TV_series)	The Leftovers	fr,en,fi,sv	Who played the police chief in The Leftovers?	
https://en.wikipedia.org/wiki/White_Collar_(TV_series)	https://en.wikipedia.org/wiki/White_Collar_(TV_series)	White Collar (TV series)	en,fi,sv,zh,fr	Who is the head of the FBI’s White Collar Crimes Unit in the series White Collar?	
https://sv.wikipedia.org/wiki/HMY_Britannia	https://en.wikipedia.org/wiki/HMY_Britannia	HMY Britannia	sv,en,fr,fi,zh	Where is HMY Britannia berthed?	
https://sv.wikipedia.org/wiki/Uda_(kejsare)	https://en.wikipedia.org/wiki/Emperor_Uda	Uda (kejsare)	sv,en,fr,zh	When did Emperor Uda abdicate?	
https://en.wikipedia.org/wiki/Pasteur_(lunar_crater)	https://en.wikipedia.org/wiki/Pasteur_(lunar_crater)	Pasteur (lunar crater)	en,fr,sv,zh	Who was the Pasteur lunar crater named after?	
https://fr.wikipedia.org/wiki/%C3%82ge_d%27or_danois	https://en.wikipedia.org/wiki/Danish_Golden_Age	Âge d'or danois	fr,en,sv,zh	What is the Danish Golden Age called in Danish?	
https://fr.wikipedia.org/wiki/Peter_Iwers	https://en.wikipedia.org/wiki/Peter_Iwers	Peter Iwers	fr,en,fi,sv	Which band did Peter Iwers play in before joining In Flames?	
https://sv.wikipedia.org/wiki/Toru%C5%84	https://en.wikipedia.org/wiki/Toru%C5%84	Toruń	sv,en,fr,fi,zh	When was Toruń part of the Hanseatic League?	
https://sv.wikipedia.org/wiki/Vaux-en-Ami%C3%A9nois	https://en.wikipedia.org/wiki/Vaux-en-Ami%C3%A9nois	Vaux-en-Amiénois	sv,en,fr,zh	Which region of France is Vaux-en-Amiénois located in?	
https://zh.wikipedia.org/wiki/%E7%BD%97%E6%A3%AE%E5%A4%9A%E5%A4%AB	https://en.wikipedia.org/wiki/Rosendorf	罗森多夫	zh,en,fr,sv	Which municipal association does Rosendorf belong to?	
https://fr.wikipedia.org/wiki/Delley-Portalban	https://en.wikipedia.org/wiki/Delley-Portalban	Delley-Portalban	fr,en,sv,zh	When was the municipality of Delley-Portalban created?	
https://zh.wikipedia.org/wiki/%E5%AE%B9%E5%85%8B%E9%87%8C	https://en.wikipedia.org/wiki/Jonquery	容克里	zh,en,fr,sv	Who is the mayor of Jonquery?	
https://en.wikipedia.org/wiki/Bischofsheim,_Hesse	https://en.wikipedia.org/wiki/Bischofsheim,_Hesse	Bischofsheim, Hesse	en,fr,sv,zh	When was Bischofsheim a constitutent community of Mainz?	
https://zh.wikipedia.org/wiki/%E9%93%B2%E9%BD%BF%E4%B8%AD%E5%96%99%E9%B2%B8	https://en.wikipedia.org/wiki/Spade-toothed_whale	铲齿中喙鲸	zh,en,fi,fr,sv	"Who gave the spade-toothed whale the name ""Mesoplodon traversii""?"	
https://zh.wikipedia.org/wiki/%E6%B2%99%E8%90%A8%E6%B6%85	https://en.wikipedia.org/wiki/Chassagnes	沙萨涅	zh,en,fr,sv	Which region of France is Chassagnes located in?	
https://fr.wikipedia.org/wiki/Emden_(1925)	https://en.wikipedia.org/wiki/German_cruiser_Emden	Emden (1925)	fr,en,fi,zh	Where was the Emden light cruiser built?	
https://fr.wikipedia.org/wiki/14_octobre	https://en.wikipedia.org/wiki/October_14	14 octobre	fr,en,fi,sv,zh	If today is 14th October, and it is not a leap year, how many days remain until the end of the year?	
https://zh.wikipedia.org/wiki/%E5%85%83%E4%BA%A8_(%E6%97%A5%E6%9C%AC)	https://en.wikipedia.org/wiki/Genk%C5%8D_(1321%E2%80%9324)	元亨 (日本)	zh,en,fr,sv	Which Japanese era came between Gen'ō and Shōchū?	
https://fr.wikipedia.org/wiki/Liu_Wenhui	https://en.wikipedia.org/wiki/Liu_Wenhui	Liu Wenhui	fr,en,sv,zh	Which miliatary academy did Liu Wenhui study at?	
https://zh.wikipedia.org/wiki/%E8%A5%BF%E9%9B%85%E5%85%B8%E4%B8%93%E5%8C%BA	https://en.wikipedia.org/wiki/West_Athens_(regional_unit)	西雅典专区	zh,en,fi,fr	Which municipalities make up West Athens?	
https://fr.wikipedia.org/wiki/Pl%C3%A9iotropie	https://en.wikipedia.org/wiki/Pleiotropy	Pléiotropie	fr,en,fi,sv,zh	Who first experimented on pleiotropic traits?	
https://zh.wikipedia.org/wiki/%E8%85%A6%E6%80%A7%E9%BA%BB%E7%97%BA	https://en.wikipedia.org/wiki/Cerebral_palsy	腦性麻痺	zh,en,fi,fr,sv	Who was the first physician to treat patients for cerebral palsy? 	
https://en.wikipedia.org/wiki/Bombykol	https://en.wikipedia.org/wiki/Bombykol	Bombykol	en,fr,fi,zh	Which insects release the pheremone Bombykol?	
https://fr.wikipedia.org/wiki/Infiniti_G	https://en.wikipedia.org/wiki/Infiniti_G_Line	Infiniti G	fr,en,fi,zh	Which company manufactures the Infiniti G Line of cars?	
https://zh.wikipedia.org/wiki/%E9%87%8C%E5%BE%B9%E9%AB%98%E5%9C%B0	https://en.wikipedia.org/wiki/Ritscher_Upland	里徹高地	zh,en,fr,sv	Who was Ritscher Upland named after?	
https://fr.wikipedia.org/wiki/Ligne_8_du_m%C3%A9tro_de_Paris	https://en.wikipedia.org/wiki/Paris_M%C3%A9tro_Line_8	Ligne 8 du métro de Paris	fr,en,fi,sv,zh	When did the Paris Métro Line 8 open?	
https://zh.wikipedia.org/wiki/%E5%8D%A1%E9%BD%90%E7%BA%B3%E5%B7%9E	https://en.wikipedia.org/wiki/Katsina_State	卡齐纳州	zh,en,fi,fr,sv	What is the largest ethnic group in Katsina state?	
https://en.wikipedia.org/wiki/H%C3%BCffelsheim	https://en.wikipedia.org/wiki/H%C3%BCffelsheim	Hüffelsheim	en,fr,sv,zh	Which town is Hüffelsheim partnered with?	
https://zh.wikipedia.org/wiki/%E5%9C%8B%E9%9A%9B%E5%A5%87%E9%80%A3%E8%97%8D	https://en.wikipedia.org/wiki/International_Klein_Blue	國際奇連藍	zh,en,fr,sv	Who developed International Klein Blue?	
https://en.wikipedia.org/wiki/Steelville,_Missouri	https://en.wikipedia.org/wiki/Steelville,_Missouri	Steelville, Missouri	en,fr,sv,zh	Who were the first settlers of Steelville, Missouri?	
https://en.wikipedia.org/wiki/Le_Mesnil-Opac	https://en.wikipedia.org/wiki/Le_Mesnil-Opac	Le Mesnil-Opac	en,fr,sv,zh	When was Le Mesnil-Opac merged with Moyon Villages?	
https://zh.wikipedia.org/wiki/%E5%A5%A7%E5%BA%AB%E6%96%AF%E6%89%98%E9%9B%85%E6%96%AF%E5%B1%B1	https://en.wikipedia.org/wiki/Auk%C5%A1tojas_Hill	奧庫斯托雅斯山	zh,en,fi,fr,sv	What is the elevation of Aukštojas Hill in Lithuania?	
https://zh.wikipedia.org/wiki/%E7%9F%B3%E8%95%8A%E7%A7%91	https://en.wikipedia.org/wiki/Cladoniaceae	石蕊科	zh,en,fr,sv	When did Jonathan Carl Zenker formally introduce the Cladoniaceae family?	
https://zh.wikipedia.org/wiki/%E7%99%BD%E7%B2%89%E8%8F%8C%E7%9B%AE	https://en.wikipedia.org/wiki/Erysiphales	白粉菌目	zh,en,fi,fr,sv	How many genera does the Erysiphales order contain?	
https://zh.wikipedia.org/wiki/%E5%90%95%E6%9E%97	https://en.wikipedia.org/wiki/L%C3%BC_Lin_(table_tennis)	吕林	zh,en,fi,fr,sv	In what year did Lü Lin and Wang Tao win an Olympic gold medal?	
https://zh.wikipedia.org/wiki/%E5%88%B6%E8%A3%81%E8%80%85_(%E9%9B%BB%E8%A6%96%E5%8A%87)	https://en.wikipedia.org/wiki/The_Punisher_(TV_series)	制裁者 (電視劇)	zh,en,fi,fr,sv	Which network released the TV series of the The Punisher?	
https://sv.wikipedia.org/wiki/Saint-Cl%C3%A9ment,_Yonne	https://en.wikipedia.org/wiki/Saint-Cl%C3%A9ment,_Yonne	Saint-Clément, Yonne	sv,en,fr,zh	Which region of France is Saint-Clément located in?	
https://zh.wikipedia.org/wiki/%E8%93%AC%E4%BD%90%E5%86%85	https://en.wikipedia.org/wiki/Ponzone	蓬佐内	zh,en,fr,sv	Which municipalities does the Italian commune of Ponzone border?	
https://sv.wikipedia.org/wiki/Tucum%C3%A1ntangara	https://en.wikipedia.org/wiki/Tucum%C3%A1n_mountain_finch	Tucumántangara	sv,en,fr,fi	Which genus does the Tucumán mountain finch belong to?	
https://zh.wikipedia.org/wiki/%E9%94%A1%E5%BE%B7%E9%87%8C%E5%85%8B%C2%B7%E5%88%A9%E5%BE%B7%E5%B0%94	https://en.wikipedia.org/wiki/Cedric_Liddell	锡德里克·利德尔	zh,en,fr,sv	In which year did Cedric Liddell win an Olympic bronze medal for rowing?	
https://sv.wikipedia.org/wiki/R%C3%B6strubbningar	https://en.wikipedia.org/wiki/List_of_voice_disorders	Röstrubbningar	sv,en,fr,fi,zh	Which part of the body are associated with voice disorders?	
https://fr.wikipedia.org/wiki/Corneille_%C3%A0_t%C3%AAte_brune	https://en.wikipedia.org/wiki/Brown-headed_crow	Corneille à tête brune	fr,en,fi,sv,zh	Which family does the brown-headed crow belong to?	
https://fr.wikipedia.org/wiki/Dioumat%C3%A9n%C3%A9	https://en.wikipedia.org/wiki/Dioumat%C3%A9n%C3%A9	Dioumaténé	fr,en,fi,zh	Which country is Dioumaténé located in?	
https://en.wikipedia.org/wiki/Gregory_III_Laham	https://en.wikipedia.org/wiki/Gregory_III_Laham	Gregory III Laham	en,fr,sv,zh	What name was Gregory III Laham given at birth?	
https://zh.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E5%9B%BD%E9%99%85%E8%B1%A1%E6%A3%8B%E8%81%94%E5%90%88%E4%BC%9A	https://en.wikipedia.org/wiki/FIDE	世界国际象棋联合会	zh,en,fi,fr,sv	Which country is the World Chess Federation based in?	
https://zh.wikipedia.org/wiki/%E6%88%B4%E5%A4%AB%C2%B7%E5%BC%97%E8%98%AD%E7%A7%91	https://en.wikipedia.org/wiki/Dave_Franco	戴夫·弗蘭科	zh,en,fi,fr,sv	Who did Dave Franco play in Scrubs?	
https://fr.wikipedia.org/wiki/Amyema	https://en.wikipedia.org/wiki/Amyema	Amyema	fr,en,sv,zh	Which bird is known to eat the fruit of the Amyema quandang?	
https://sv.wikipedia.org/wiki/Virginia_Cavaliers	https://en.wikipedia.org/wiki/Virginia_Cavaliers	Virginia Cavaliers	sv,en,fr,zh	What is the name of the Virginia Cavaliers' mascot?	
https://fr.wikipedia.org/wiki/Catherine_McCormack	https://en.wikipedia.org/wiki/Catherine_McCormack	Catherine McCormack	fr,en,fi,sv,zh	Where was the actress Catherine McCormack born?	
https://sv.wikipedia.org/wiki/Dourbies	https://en.wikipedia.org/wiki/Dourbies	Dourbies	sv,en,fr,zh	Which department does the French commune of Dourbies belong to?	
https://fr.wikipedia.org/wiki/Canon_EOS_70D	https://en.wikipedia.org/wiki/Canon_EOS_70D	Canon EOS 70D	fr,en,fi,sv,zh	What was the suggested retail price of the Canon EOS 70D when it was announced in 2013?	
https://zh.wikipedia.org/wiki/%E7%93%A6%E7%88%BE%E9%87%8C%E7%A7%91_(%E4%BD%9B%E7%BE%85%E9%87%8C%E9%81%94%E5%B7%9E)	https://en.wikipedia.org/wiki/Valrico,_Florida	瓦爾里科 (佛羅里達州)	zh,en,fr,sv	What was Valrico, Florida known as before the Civil War?	
https://fr.wikipedia.org/wiki/Palm_River-Clair_Mel	https://en.wikipedia.org/wiki/Palm_River-Clair_Mel,_Florida	Palm River-Clair Mel	fr,en,sv,zh	What was the population of Palm River-Clair Mel in 2010?	
https://fr.wikipedia.org/wiki/Deuxi%C3%A8me_concile_de_Nic%C3%A9e	https://en.wikipedia.org/wiki/Second_Council_of_Nicaea	Deuxième concile de Nicée	fr,en,fi,sv,zh	In what year did the Second Council of Nicaea meet?	
https://sv.wikipedia.org/wiki/Hugh_Fraser	https://en.wikipedia.org/wiki/Hugh_Fraser_(actor)	Hugh Fraser	sv,en,fr,fi	Who did Hugh Fraser play in Shapre?	
https://sv.wikipedia.org/wiki/Speichersdorf	https://en.wikipedia.org/wiki/Speichersdorf	Speichersdorf	sv,en,fr,zh	Which mountain range is Speichersdorf located near?	
https://zh.wikipedia.org/wiki/%E5%8D%A1%E4%BC%A6%C2%B7%E7%8F%80%E8%A5%BF	https://en.wikipedia.org/wiki/Karen_Percy	卡伦·珀西	zh,en,fi,fr,sv	When did Karen Percy become a Member of the Order of Canada?	
https://sv.wikipedia.org/wiki/Theano_(filosof)	https://en.wikipedia.org/wiki/Theano_(philosopher)	Theano (filosof)	sv,en,fr,fi	Which school of philosophy did Theano belong to?	
https://zh.wikipedia.org/wiki/%E5%87%B9%E8%80%B3%E8%83%A1%E6%B9%8D%E8%9B%99	https://en.wikipedia.org/wiki/Hole-in-the-head_frog	凹耳胡湍蛙	zh,en,fr,sv	What genus does the hole-in-the-head frog belong to?	
https://sv.wikipedia.org/wiki/Bleeding_Kansas	https://en.wikipedia.org/wiki/Bleeding_Kansas	Bleeding Kansas	sv,en,fr,zh	When did the Bleeding Kansas civil confrontations take place?	
https://zh.wikipedia.org/wiki/%E6%B3%95%E7%93%A6%E6%8B%89%E5%BE%B7%E6%8B%89%E9%87%8C%E9%9F%A6%E6%8B%89	https://en.wikipedia.org/wiki/Favara,_Valencia	法瓦拉德拉里韦拉	zh,en,fr,sv	In which country is Favara, Valencia located?	
https://zh.wikipedia.org/wiki/%E7%8D%B5%E8%B2%93%E7%A7%91	https://en.wikipedia.org/wiki/Nimravidae	獵貓科	zh,en,fi,fr,sv	Which family of false saber-toothed cats was named by Edward Drinker Cope?	
https://en.wikipedia.org/wiki/White-winged_chough	https://en.wikipedia.org/wiki/White-winged_chough	White-winged chough	en,fr,fi,sv	Who first described the white-winged chough?	
https://sv.wikipedia.org/wiki/19521_Chaos	https://en.wikipedia.org/wiki/19521_Chaos	19521 Chaos	sv,en,fr,fi,zh	When was 19521 Chaos discovered?	
https://zh.wikipedia.org/wiki/%E5%88%B6%E5%8B%95%E6%B6%B2	https://en.wikipedia.org/wiki/Brake_fluid	制動液	zh,en,fi,fr,sv	What is the dry boiling point of DOT 5 brake fluid?	
https://zh.wikipedia.org/wiki/%E5%89%8D485%E5%B9%B4	https://en.wikipedia.org/wiki/485_BC	前485年	zh,en,fi,fr,sv	What year was known as the Year of the Consulship of Cornelius and Vibulanus?	
https://en.wikipedia.org/wiki/Susan_Mayer	https://en.wikipedia.org/wiki/Susan_Mayer	Susan Mayer	en,fr,fi,sv,zh	Who plays Susan Delfino in Desperate Housewives?	
https://zh.wikipedia.org/wiki/%E9%A9%AC%E9%B2%81%E7%93%A6%E5%8B%92%E5%A5%B6%E9%85%AA	https://en.wikipedia.org/wiki/Maroilles_cheese	马鲁瓦勒奶酪	zh,en,fi,fr	In which regions of France is Maroilles cheese produced?	
https://zh.wikipedia.org/wiki/%E5%B7%B4%E8%B5%AB%E6%8B%89%E5%A7%86%E4%B8%80%E4%B8%96	https://en.wikipedia.org/wiki/Bahram_I	巴赫拉姆一世	zh,en,fr,sv	When was Bahram I's reign?	
https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%A2%85%E5%B0%94%E8%A5%BF	https://en.wikipedia.org/wiki/Mercy-le-Haut	上梅尔西	zh,en,fi,fr,sv	Who is the mayor of Mercy-le-Haut?	
https://zh.wikipedia.org/wiki/%E4%BB%A5%E8%89%B2%E5%88%97%E8%88%AA%E7%A9%BA402%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	https://en.wikipedia.org/wiki/El_Al_Flight_402	以色列航空402號班機空難	zh,en,fi,fr	How many people were killed in the El Al Flight 402 crash?	
https://zh.wikipedia.org/wiki/%E7%83%8F%E5%85%8B%E8%98%AD%E5%BA%AB%E9%82%A6	https://en.wikipedia.org/wiki/Ukrainian_karbovanets	烏克蘭庫邦	zh,en,fi,fr	Which currency did Ukrainian karbovanets preceed?	
https://en.wikipedia.org/wiki/BMW_X2	https://en.wikipedia.org/wiki/BMW_X2	BMW X2	en,fi,sv,zh	Where is the BMW X2 assembled?	
https://zh.wikipedia.org/wiki/%E8%8E%AB%E9%87%8C%E8%8C%A8%C2%B7%E7%A6%8F%E5%B0%94%E8%8C%A8	https://en.wikipedia.org/wiki/Moritz_Volz	莫里茨·福尔茨	zh,en,fi,fr	Which newspaper did Moritz Volz write for?	
https://sv.wikipedia.org/wiki/F%C3%B6rlossning	https://en.wikipedia.org/wiki/Childbirth	Förlossning	sv,en,fr,fi,zh	How many stages of labour are there in childbirth?	
https://fr.wikipedia.org/wiki/Valeille_(Loire)	https://en.wikipedia.org/wiki/Valeille	Valeille (Loire)	fr,en,sv,zh	How many people were living in Valeille in 2020?	
https://sv.wikipedia.org/wiki/Magnar_Solberg	https://en.wikipedia.org/wiki/Magnar_Solberg	Magnar Solberg	sv,en,fr,fi,zh	For which Olympic event did Magnar Solberg win a gold medal?	
https://sv.wikipedia.org/wiki/Zhejiangk%C3%B6ket	https://en.wikipedia.org/wiki/Zhejiang_cuisine	Zhejiangköket	sv,en,fr,zh	What are the four styles of Zhejiang cuisine?	
https://zh.wikipedia.org/wiki/%E7%A7%8B%E5%A4%95_(%E6%9C%9D%E9%AE%AE%E5%8D%8A%E5%B3%B6)	https://en.wikipedia.org/wiki/Chuseok	秋夕 (朝鮮半島)	zh,en,fr,sv	How many days do the celebrations for Chuseok last in South Korea?	
https://zh.wikipedia.org/wiki/%E5%BA%93%E5%B0%94%E6%81%B0%E5%B0%94%C2%B7%E7%9B%96%E5%B0%94%E7%9B%96%E4%BC%8A	https://en.wikipedia.org/wiki/Gergely_Kulcs%C3%A1r	库尔恰尔·盖尔盖伊	zh,en,fi,fr,sv	Which Olympic sport did Gergely Kulcsár compete in?	
https://zh.wikipedia.org/wiki/%E5%B0%8F%E9%87%8E%E8%B2%93%E7%9A%84%E5%85%AC%E8%B7%AF%E6%AD%B7%E9%9A%AA%E8%A8%98	https://en.wikipedia.org/wiki/Faster,_Pussycat!_Kill!_Kill!	小野貓的公路歷險記	zh,en,fr,sv	Who wrote Faster, Pussycat! Kill! Kill!?	
https://en.wikipedia.org/wiki/Takara	https://en.wikipedia.org/wiki/Takara	Takara	en,fr,sv,zh	When did the merger of Takara and Tomy take place?	
https://sv.wikipedia.org/wiki/Labalme	https://en.wikipedia.org/wiki/Labalme	Labalme	sv,en,fr,zh	What was the population of Labalme, France in 1982?	
https://fr.wikipedia.org/wiki/General_Pinedo	https://en.wikipedia.org/wiki/General_Pinedo,_Chaco	General Pinedo	fr,en,sv,zh	What is the head town of the 12 de Octubre Department in Argentina?	
https://fr.wikipedia.org/wiki/Agastache	https://en.wikipedia.org/wiki/Agastache	Agastache	fr,en,fi,sv,zh	How many species of Agastache are there?	
https://fr.wikipedia.org/wiki/Taekwondo_aux_Jeux_olympiques_d%27%C3%A9t%C3%A9_de_2012_-_Plus_de_67_kg_femmes	https://en.wikipedia.org/wiki/Taekwondo_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_%2B67_kg	Taekwondo aux Jeux olympiques d'été de 2012 - Plus de 67 kg femmes	fr,en,sv,zh	How many bronze medals were awarded for the Women's +67 kg Taekwondo at the 2012 Summer Olympics?	
https://fr.wikipedia.org/wiki/%C3%89tude_cas-t%C3%A9moins	https://en.wikipedia.org/wiki/Case%E2%80%93control_study	Étude cas-témoins	fr,en,fi,sv,zh	How many groups are compared in a case–control study?	
https://fr.wikipedia.org/wiki/Feng_Kai	https://en.wikipedia.org/wiki/Feng_Kai	Feng Kai	fr,en,sv,zh	Which country did Feng Kai represent at the 2002 Winter Olympics?	
