Primary Wikipedia URL	title	langs	Link in English	Link in Finnish	Link in German	Link in Swedish	Link in Chinese	Link in French	Link in Spanish	Link in Arabic	Link in Hindi	Link in Italian	Link in Basque	Link in Catalan	Link in Czech
https://en.wikipedia.org/wiki/Linda_Pritchard	Linda Pritchard	en,fr,sv	https://en.wikipedia.org/wiki/Linda_Pritchard	X	X	https://sv.wikipedia.org/wiki/Linda_Pritchard	X	https://fr.wikipedia.org/wiki/Linda_Pritchard	X	X	X	X	X	X	X
https://fr.wikipedia.org/wiki/Haplochromis_azureus	Haplochromis azureus	ca,en,es,eu,fr,sv,zh	https://en.wikipedia.org/wiki/Haplochromis_azureus	X	X	https://sv.wikipedia.org/wiki/Haplochromis_azureus	https://zh.wikipedia.org/wiki/%E5%A4%A9%E8%97%8D%E6%A8%B8%E9%BA%97%E9%AD%9A	https://fr.wikipedia.org/wiki/Haplochromis_azureus	https://es.wikipedia.org/wiki/Haplochromis_azureus	X	X	X	https://eu.wikipedia.org/wiki/Haplochromis_azureus	https://ca.wikipedia.org/wiki/Pundamilia_azurea	X
https://sv.wikipedia.org/wiki/F%C3%A4ltkrabbspindel	Fältkrabbspindel	de,en,es,fr,sv,zh	https://en.wikipedia.org/wiki/Xysticus_cristatus	X	https://de.wikipedia.org/wiki/Braune_Krabbenspinne	https://sv.wikipedia.org/wiki/F%C3%A4ltkrabbspindel	https://zh.wikipedia.org/wiki/%E5%86%A0%E8%8A%B1%E8%9F%B9%E8%9B%9B	https://fr.wikipedia.org/wiki/Xysticus_cristatus	https://es.wikipedia.org/wiki/Xysticus_cristatus	X	X	X	X	X	X
https://fr.wikipedia.org/wiki/271	271	ar,ca,cs,de,en,es,eu,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/271	https://fi.wikipedia.org/wiki/271	https://de.wikipedia.org/wiki/271	https://sv.wikipedia.org/wiki/271	https://zh.wikipedia.org/wiki/271%E5%B9%B4	https://fr.wikipedia.org/wiki/271	https://es.wikipedia.org/wiki/271	https://ar.wikipedia.org/wiki/271	X	https://it.wikipedia.org/wiki/271	https://eu.wikipedia.org/wiki/271	https://ca.wikipedia.org/wiki/271	https://cs.wikipedia.org/wiki/271
https://sv.wikipedia.org/wiki/Houilles	Houilles	ar,ca,cs,de,en,es,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/Houilles	X	https://de.wikipedia.org/wiki/Houilles	https://sv.wikipedia.org/wiki/Houilles	https://zh.wikipedia.org/wiki/%E4%B9%8C%E8%80%B6_(%E4%BC%8A%E5%A4%AB%E6%9E%97%E7%9C%81)	https://fr.wikipedia.org/wiki/Houilles	https://es.wikipedia.org/wiki/Houilles	https://ar.wikipedia.org/wiki/%D9%87%D9%88%D9%8A%D9%84%D8%B2	X	https://it.wikipedia.org/wiki/Houilles	https://eu.wikipedia.org/wiki/Houilles	https://ca.wikipedia.org/wiki/Houilles	https://cs.wikipedia.org/wiki/Houilles
https://sv.wikipedia.org/wiki/Catunda	Catunda	en,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/Catunda	X	X	https://sv.wikipedia.org/wiki/Catunda	https://zh.wikipedia.org/wiki/%E5%8D%A1%E9%80%9A%E8%BE%BE	https://fr.wikipedia.org/wiki/Catunda	X	X	X	https://it.wikipedia.org/wiki/Catunda	https://eu.wikipedia.org/wiki/Catunda	X	X
https://fr.wikipedia.org/wiki/Belleville-en-Caux	Belleville-en-Caux	ca,de,en,es,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/Belleville-en-Caux	X	https://de.wikipedia.org/wiki/Belleville-en-Caux	https://sv.wikipedia.org/wiki/Belleville-en-Caux	https://zh.wikipedia.org/wiki/%E7%A7%91%E5%9C%B0%E5%8C%BA%E8%B4%9D%E5%B0%94%E7%BB%B4%E5%B0%94	https://fr.wikipedia.org/wiki/Belleville-en-Caux	https://es.wikipedia.org/wiki/Belleville-en-Caux	X	X	https://it.wikipedia.org/wiki/Belleville-en-Caux	https://eu.wikipedia.org/wiki/Belleville-en-Caux	https://ca.wikipedia.org/wiki/Belleville-en-Caux	X
https://en.wikipedia.org/wiki/S%C3%A1ndor_Palace,_Budapest	Sándor Palace, Budapest	cs,de,en,es,fr,it,zh	https://en.wikipedia.org/wiki/S%C3%A1ndor_Palace,_Budapest	X	https://de.wikipedia.org/wiki/Palais_S%C3%A1ndor_(Budapest)	X	https://zh.wikipedia.org/wiki/%E5%B1%B1%E5%A4%9A%E5%B0%94%E5%AE%AB	https://fr.wikipedia.org/wiki/Palais_S%C3%A1ndor	https://es.wikipedia.org/wiki/Palacio_S%C3%A1ndor	X	X	https://it.wikipedia.org/wiki/Palazzo_S%C3%A1ndor	X	X	https://cs.wikipedia.org/wiki/S%C3%A1ndor%C5%AFv_pal%C3%A1c
https://zh.wikipedia.org/wiki/%E8%8D%B7%E5%85%B0%E4%B8%AD%E5%A4%AE%E9%93%B6%E8%A1%8C	荷兰中央银行	ar,ca,de,en,es,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/De_Nederlandsche_Bank	https://fi.wikipedia.org/wiki/De_Nederlandsche_Bank	https://de.wikipedia.org/wiki/De_Nederlandsche_Bank	https://sv.wikipedia.org/wiki/De_Nederlandsche_Bank	https://zh.wikipedia.org/wiki/%E8%8D%B7%E5%85%B0%E4%B8%AD%E5%A4%AE%E9%93%B6%E8%A1%8C	https://fr.wikipedia.org/wiki/Banque_des_Pays-Bas	https://es.wikipedia.org/wiki/Banco_de_los_Pa%C3%ADses_Bajos	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A8%D9%86%D9%83_%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A_%D8%A7%D9%84%D9%87%D9%88%D9%84%D9%86%D8%AF%D9%8A	X	https://it.wikipedia.org/wiki/Banca_dei_Paesi_Bassi	X	https://ca.wikipedia.org/wiki/Banc_dels_Pa%C3%AFsos_Baixos	X
https://sv.wikipedia.org/wiki/Rade_Kruni%C4%87	Rade Krunić	ar,cs,de,en,es,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Rade_Kruni%C4%87	https://fi.wikipedia.org/wiki/Rade_Kruni%C4%87	https://de.wikipedia.org/wiki/Rade_Kruni%C4%87	https://sv.wikipedia.org/wiki/Rade_Kruni%C4%87	https://zh.wikipedia.org/wiki/%E6%8B%89%E5%BE%B7%C2%B7%E5%85%8B%E9%AD%AF%E5%B0%BC%E5%A5%87	https://fr.wikipedia.org/wiki/Rade_Kruni%C4%87	https://es.wikipedia.org/wiki/Rade_Kruni%C4%87	https://ar.wikipedia.org/wiki/%D8%B1%D8%A7%D8%AF%D9%8A_%D9%83%D8%B1%D9%88%D9%86%D9%8A%D8%AA%D8%B4	X	https://it.wikipedia.org/wiki/Rade_Kruni%C4%87	X	X	https://cs.wikipedia.org/wiki/Rade_Kruni%C4%87
https://en.wikipedia.org/wiki/Wasenbach	Wasenbach	de,en,es,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/Wasenbach	X	https://de.wikipedia.org/wiki/Wasenbach	https://sv.wikipedia.org/wiki/Wasenbach	https://zh.wikipedia.org/wiki/%E7%93%A6%E6%A3%AE%E5%B7%B4%E8%B5%AB	https://fr.wikipedia.org/wiki/Wasenbach	https://es.wikipedia.org/wiki/Wasenbach	X	X	https://it.wikipedia.org/wiki/Wasenbach	https://eu.wikipedia.org/wiki/Wasenbach	X	X
https://fr.wikipedia.org/wiki/Pauline_Hammarlund	Pauline Hammarlund	de,en,es,fr,it,sv,zh	https://en.wikipedia.org/wiki/Pauline_Hammarlund	X	https://de.wikipedia.org/wiki/Pauline_Hammarlund	https://sv.wikipedia.org/wiki/Pauline_Hammarlund	https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%90%B3%C2%B7%E5%93%88%E9%A9%AC%E9%9A%86%E5%BE%B7	https://fr.wikipedia.org/wiki/Pauline_Hammarlund	https://es.wikipedia.org/wiki/Pauline_Hammarlund	X	X	https://it.wikipedia.org/wiki/Pauline_Hammarlund	X	X	X
https://sv.wikipedia.org/wiki/Herrarnas_turnering_i_handboll_vid_olympiska_sommarspelen_2016	Herrarnas turnering i handboll vid olympiska sommarspelen 2016	ar,en,es,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Handball_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_tournament	https://fi.wikipedia.org/wiki/K%C3%A4sipallo_kes%C3%A4olympialaisissa_2016_%E2%80%93_miesten_turnaus	X	https://sv.wikipedia.org/wiki/Herrarnas_turnering_i_handboll_vid_olympiska_sommarspelen_2016	https://zh.wikipedia.org/wiki/2016%E5%B9%B4%E5%A4%8F%E5%AD%A3%E5%A5%A7%E6%9E%97%E5%8C%B9%E5%85%8B%E9%81%8B%E5%8B%95%E6%9C%83%E7%94%B7%E5%AD%90%E6%89%8B%E7%90%83%E6%AF%94%E8%B3%BD	https://fr.wikipedia.org/wiki/Tournoi_masculin_de_handball_aux_Jeux_olympiques_d%27%C3%A9t%C3%A9_de_2016	https://es.wikipedia.org/wiki/Anexo:Balonmano_en_los_Juegos_Ol%C3%ADmpicos_de_R%C3%ADo_de_Janeiro_2016_%E2%80%93_Torneo_masculino	https://ar.wikipedia.org/wiki/%D9%83%D8%B1%D8%A9_%D8%A7%D9%84%D9%8A%D8%AF_%D9%81%D9%8A_%D8%A7%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8_%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%85%D8%A8%D9%8A%D8%A9_%D8%A7%D9%84%D8%B5%D9%8A%D9%81%D9%8A%D8%A9_2016_%E2%80%93_%D9%85%D8%B3%D8%A7%D8%A8%D9%82%D8%A9_%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84	X	https://it.wikipedia.org/wiki/Pallamano_ai_Giochi_della_XXXI_Olimpiade_-_Torneo_maschile	X	X	X
https://en.wikipedia.org/wiki/Chabet_el_Ameur	Chabet el Ameur	ar,en,es,fr,it,sv	https://en.wikipedia.org/wiki/Chabet_el_Ameur	X	X	https://sv.wikipedia.org/wiki/Chabet_el_Ameur	X	https://fr.wikipedia.org/wiki/Chabet_el_Ameur	https://es.wikipedia.org/wiki/Chabet_el_Ameur	https://ar.wikipedia.org/wiki/%D8%B4%D8%B9%D8%A8%D8%A9_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1	X	https://it.wikipedia.org/wiki/Chabet_El_Ameur	X	X	X
https://en.wikipedia.org/wiki/Argentiniformes	Argentiniformes	ar,de,en,es,eu,fi,it,sv,zh	https://en.wikipedia.org/wiki/Argentiniformes	https://fi.wikipedia.org/wiki/Hopeakuorekalat	https://de.wikipedia.org/wiki/Goldlachsartige	https://sv.wikipedia.org/wiki/Guldlaxartade_fiskar	https://zh.wikipedia.org/wiki/%E6%B0%B4%E7%8F%8D%E9%AD%9A%E7%9B%AE	X	https://es.wikipedia.org/wiki/Argentiniformes	https://ar.wikipedia.org/wiki/%D9%81%D8%B6%D9%8A%D8%A7%D8%AA_%D8%A7%D9%84%D8%B4%D9%83%D9%84	X	https://it.wikipedia.org/wiki/Argentiniformes	https://eu.wikipedia.org/wiki/Argentiniformes	X	X
https://fr.wikipedia.org/wiki/Tiburtino	Tiburtino	de,en,fr,it,sv,zh	https://en.wikipedia.org/wiki/Tiburtino	X	https://de.wikipedia.org/wiki/Tiburtino_(Quartier)	https://sv.wikipedia.org/wiki/Tiburtino	https://zh.wikipedia.org/wiki/%E8%92%82%E5%B8%83%E5%B0%94%E8%92%82%E8%AF%BA	https://fr.wikipedia.org/wiki/Tiburtino	X	X	X	https://it.wikipedia.org/wiki/Tiburtino	X	X	X
https://zh.wikipedia.org/wiki/%E5%BF%83%E6%99%BA%E6%A8%A1%E5%9E%8B	心智模型	ar,ca,cs,de,en,es,fr,sv,zh	https://en.wikipedia.org/wiki/Mental_model	X	https://de.wikipedia.org/wiki/Mentales_Modell	https://sv.wikipedia.org/wiki/Mental_representation	https://zh.wikipedia.org/wiki/%E5%BF%83%E6%99%BA%E6%A8%A1%E5%9E%8B	https://fr.wikipedia.org/wiki/Mod%C3%A8le_mental	https://es.wikipedia.org/wiki/Modelo_mental	https://ar.wikipedia.org/wiki/%D9%86%D9%85%D9%88%D8%B0%D8%AC_%D8%B0%D9%87%D9%86%D9%8A	X	X	X	https://ca.wikipedia.org/wiki/Model_mental	https://cs.wikipedia.org/wiki/Ment%C3%A1ln%C3%AD_model
https://fr.wikipedia.org/wiki/Henrik_Rydstr%C3%B6m	Henrik Rydström	de,en,fi,fr,it,sv	https://en.wikipedia.org/wiki/Henrik_Rydstr%C3%B6m	https://fi.wikipedia.org/wiki/Henrik_Rydstr%C3%B6m	https://de.wikipedia.org/wiki/Henrik_Rydstr%C3%B6m	https://sv.wikipedia.org/wiki/Henrik_Rydstr%C3%B6m	X	https://fr.wikipedia.org/wiki/Henrik_Rydstr%C3%B6m	X	X	X	https://it.wikipedia.org/wiki/Henrik_Rydstr%C3%B6m	X	X	X
https://fr.wikipedia.org/wiki/Atypus_karschi	Atypus karschi	en,es,fr,it,sv,zh	https://en.wikipedia.org/wiki/Atypus_karschi	X	X	https://sv.wikipedia.org/wiki/Atypus_karschi	https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%B0%8F%E5%9C%B0%E8%9B%9B	https://fr.wikipedia.org/wiki/Atypus_karschi	https://es.wikipedia.org/wiki/Atypus_karschi	X	X	https://it.wikipedia.org/wiki/Atypus_karschi	X	X	X
https://fr.wikipedia.org/wiki/Pentastomida	Pentastomida	ar,ca,cs,de,en,es,eu,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Pentastomida	https://fi.wikipedia.org/wiki/Mato%C3%A4yri%C3%A4iset	https://de.wikipedia.org/wiki/Zungenw%C3%BCrmer	https://sv.wikipedia.org/wiki/Tungmaskar	https://zh.wikipedia.org/wiki/%E8%88%8C%E5%BD%A2%E5%8B%95%E7%89%A9%E9%A1%9E	https://fr.wikipedia.org/wiki/Pentastomida	https://es.wikipedia.org/wiki/Pentastomida	https://ar.wikipedia.org/wiki/%D8%AE%D9%85%D8%B3%D8%A7%D9%88%D8%A7%D8%AA	X	https://it.wikipedia.org/wiki/Pentastomida	https://eu.wikipedia.org/wiki/Pentastomida	https://ca.wikipedia.org/wiki/Pentast%C3%B2mides	https://cs.wikipedia.org/wiki/Jazy%C4%8Dnatky
https://zh.wikipedia.org/wiki/%E8%90%A8%E8%8E%AB%E5%A5%88%E4%BA%BA	萨莫奈人	ar,ca,de,en,es,eu,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Samnites	https://fi.wikipedia.org/wiki/Samnilaiset	https://de.wikipedia.org/wiki/Samniten	https://sv.wikipedia.org/wiki/Samniter	https://zh.wikipedia.org/wiki/%E8%90%A8%E8%8E%AB%E5%A5%88%E4%BA%BA	https://fr.wikipedia.org/wiki/Samnites	https://es.wikipedia.org/wiki/Samnitas	https://ar.wikipedia.org/wiki/%D8%B3%D8%A7%D9%85%D9%86%D9%8A%D8%AA	X	https://it.wikipedia.org/wiki/Sanniti	https://eu.wikipedia.org/wiki/Samnitak	https://ca.wikipedia.org/wiki/Samnites	X
https://en.wikipedia.org/wiki/Ernest_Cole_(photographer)	Ernest Cole (photographer)	ar,en,fr,sv	https://en.wikipedia.org/wiki/Ernest_Cole_(photographer)	X	X	https://sv.wikipedia.org/wiki/Ernest_Cole	X	https://fr.wikipedia.org/wiki/Ernst_Cole	X	https://ar.wikipedia.org/wiki/%D8%A5%D8%B1%D9%86%D8%B3%D8%AA_%D9%83%D9%88%D9%84_(%D9%85%D8%B5%D9%88%D8%B1)	X	X	X	X	X
https://en.wikipedia.org/wiki/Irani_River	Irani River	en,es,fr,sv	https://en.wikipedia.org/wiki/Irani_River	X	X	https://sv.wikipedia.org/wiki/Rio_Irani	X	https://fr.wikipedia.org/wiki/Rio_Irani	https://es.wikipedia.org/wiki/R%C3%ADo_Irani	X	X	X	X	X	X
https://zh.wikipedia.org/wiki/%E7%8A%AF%E7%BD%AA%E4%BE%A6%E6%9F%A5%E5%AD%A6	犯罪侦查学	ca,cs,de,en,es,eu,fr,sv,zh	https://en.wikipedia.org/wiki/Criminalistics	X	https://de.wikipedia.org/wiki/Kriminalistik	https://sv.wikipedia.org/wiki/Brottsbek%C3%A4mpning	https://zh.wikipedia.org/wiki/%E7%8A%AF%E7%BD%AA%E4%BE%A6%E6%9F%A5%E5%AD%A6	https://fr.wikipedia.org/wiki/Criminalistique	https://es.wikipedia.org/wiki/Criminal%C3%ADstica	X	X	X	https://eu.wikipedia.org/wiki/Kriminalistika	https://ca.wikipedia.org/wiki/Criminal%C3%ADstica	https://cs.wikipedia.org/wiki/Kriminalistika
https://zh.wikipedia.org/wiki/%E5%B8%83%E9%9B%B7%E8%90%A8%E7%BA%B3%E5%8D%9A%E5%A1%94%E7%BD%97%E5%86%85	布雷萨纳博塔罗内	ar,de,en,es,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/Bressana_Bottarone	X	https://de.wikipedia.org/wiki/Bressana_Bottarone	https://sv.wikipedia.org/wiki/Bressana_Bottarone	https://zh.wikipedia.org/wiki/%E5%B8%83%E9%9B%B7%E8%90%A8%E7%BA%B3%E5%8D%9A%E5%A1%94%E7%BD%97%E5%86%85	https://fr.wikipedia.org/wiki/Bressana_Bottarone	https://es.wikipedia.org/wiki/Bressana_Bottarone	https://ar.wikipedia.org/wiki/%D8%A8%D8%B1%D9%8A%D8%B3%D8%A7%D9%86%D8%A7_%D8%A8%D9%88%D8%AA%D8%A7%D8%B1%D9%88%D9%86_(%D8%A8%D8%A7%D9%81%D9%8A%D8%A7)	X	https://it.wikipedia.org/wiki/Bressana_Bottarone	https://eu.wikipedia.org/wiki/Bressana_Bottarone	X	X
https://fr.wikipedia.org/wiki/Villar_San_Costanzo	Villar San Costanzo	ar,ca,de,en,es,eu,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Villar_San_Costanzo	https://fi.wikipedia.org/wiki/Villar_San_Costanzo	https://de.wikipedia.org/wiki/Villar_San_Costanzo	https://sv.wikipedia.org/wiki/Villar_San_Costanzo	https://zh.wikipedia.org/wiki/%E7%BB%B4%E6%8B%89%E5%B0%94%E5%9C%A3%E7%A7%91%E6%96%AF%E5%9D%A6%E4%BD%90	https://fr.wikipedia.org/wiki/Villar_San_Costanzo	https://es.wikipedia.org/wiki/Villar_San_Costanzo	https://ar.wikipedia.org/wiki/%D9%81%D9%8A%D9%84%D8%A7%D8%B1_%D8%B3%D8%A7%D9%86_%D9%83%D9%88%D8%B3%D8%AA%D8%A7%D9%86%D8%B2%D9%88	X	https://it.wikipedia.org/wiki/Villar_San_Costanzo	https://eu.wikipedia.org/wiki/Villar_San_Costanzo	https://ca.wikipedia.org/wiki/Lo_Vilar_(Cuneo)	X
https://zh.wikipedia.org/wiki/%E5%86%85%E8%BF%88%E7%89%B9%E5%87%AF%E5%B0%94	内迈特凯尔	de,en,fr,it,sv,zh	https://en.wikipedia.org/wiki/N%C3%A9metk%C3%A9r	X	https://de.wikipedia.org/wiki/N%C3%A9metk%C3%A9r	https://sv.wikipedia.org/wiki/N%C3%A9metk%C3%A9r	https://zh.wikipedia.org/wiki/%E5%86%85%E8%BF%88%E7%89%B9%E5%87%AF%E5%B0%94	https://fr.wikipedia.org/wiki/N%C3%A9metk%C3%A9r	X	X	X	https://it.wikipedia.org/wiki/N%C3%A9metk%C3%A9r	X	X	X
https://en.wikipedia.org/wiki/Them_(2006_film)	Them (2006 film)	ca,de,en,fi,fr,it	https://en.wikipedia.org/wiki/Them_(2006_film)	https://fi.wikipedia.org/wiki/Uhka_(vuoden_2006_elokuva)	https://de.wikipedia.org/wiki/Them_(2006)	X	X	https://fr.wikipedia.org/wiki/Ils_(film,_2006)	X	X	X	https://it.wikipedia.org/wiki/Them_-_Loro_sono_l%C3%A0_fuori	X	https://ca.wikipedia.org/wiki/Ells	X
https://zh.wikipedia.org/wiki/Hear,_hear	Hear, hear	de,en,fi,fr,zh	https://en.wikipedia.org/wiki/Hear,_hear	https://fi.wikipedia.org/wiki/Hear_hear	https://de.wikipedia.org/wiki/Hear,_hear	X	https://zh.wikipedia.org/wiki/Hear,_hear	https://fr.wikipedia.org/wiki/Hear,_hear	X	X	X	X	X	X	X
https://sv.wikipedia.org/wiki/Everton_LFC	Everton LFC	ar,de,en,es,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Everton_F.C._(women)	https://fi.wikipedia.org/wiki/Everton_LFC	https://de.wikipedia.org/wiki/FC_Everton_(Frauenfu%C3%9Fball)	https://sv.wikipedia.org/wiki/Everton_LFC	https://zh.wikipedia.org/wiki/%E5%9F%83%E5%BC%97%E9%A1%BF%E5%A5%B3%E5%AD%90%E8%B6%B3%E7%90%83%E4%BF%B1%E4%B9%90%E9%83%A8	https://fr.wikipedia.org/wiki/Everton_Football_Club_(f%C3%A9minines)	https://es.wikipedia.org/wiki/Everton_Football_Club_Women	https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A5%D9%8A%D9%81%D8%B1%D8%AA%D9%88%D9%86_%D9%84%D9%84%D8%B3%D9%8A%D8%AF%D8%A7%D8%AA	X	https://it.wikipedia.org/wiki/Everton_Football_Club_(femminile)	X	X	X
https://zh.wikipedia.org/wiki/%E8%89%BE%E5%8A%9B%E5%85%8B%E6%96%AF%C2%B7%E5%B8%83%E8%90%8A%E6%A0%BC%E6%9B%BC	艾力克斯·布萊格曼	en,fr,it,sv,zh	https://en.wikipedia.org/wiki/Alex_Bregman	X	X	https://sv.wikipedia.org/wiki/Alex_Bregman	https://zh.wikipedia.org/wiki/%E8%89%BE%E5%8A%9B%E5%85%8B%E6%96%AF%C2%B7%E5%B8%83%E8%90%8A%E6%A0%BC%E6%9B%BC	https://fr.wikipedia.org/wiki/Alex_Bregman	X	X	X	https://it.wikipedia.org/wiki/Alex_Bregman	X	X	X
https://fr.wikipedia.org/wiki/Ch%C3%A2tillon-sous-les-C%C3%B4tes	Châtillon-sous-les-Côtes	ca,de,en,es,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/Ch%C3%A2tillon-sous-les-C%C3%B4tes	X	https://de.wikipedia.org/wiki/Ch%C3%A2tillon-sous-les-C%C3%B4tes	https://sv.wikipedia.org/wiki/Ch%C3%A2tillon-sous-les-C%C3%B4tes	https://zh.wikipedia.org/wiki/%E6%B2%99%E8%92%82%E6%B0%B8%E8%8B%8F%E8%8E%B1%E7%A7%91%E7%89%B9	https://fr.wikipedia.org/wiki/Ch%C3%A2tillon-sous-les-C%C3%B4tes	https://es.wikipedia.org/wiki/Ch%C3%A2tillon-sous-les-C%C3%B4tes	X	X	https://it.wikipedia.org/wiki/Ch%C3%A2tillon-sous-les-C%C3%B4tes	https://eu.wikipedia.org/wiki/Ch%C3%A2tillon-sous-les-C%C3%B4tes	https://ca.wikipedia.org/wiki/Ch%C3%A2tillon-sous-les-C%C3%B4tes	X
https://zh.wikipedia.org/wiki/%E5%85%8B%E7%B6%AD%E7%89%B9%E7%B6%8F	克維特綏	ca,cs,de,en,es,eu,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Kvits%C3%B8y	https://fi.wikipedia.org/wiki/Kvits%C3%B8y	https://de.wikipedia.org/wiki/Kvits%C3%B8y	https://sv.wikipedia.org/wiki/Kvits%C3%B8y_kommun	https://zh.wikipedia.org/wiki/%E5%85%8B%E7%B6%AD%E7%89%B9%E7%B6%8F	https://fr.wikipedia.org/wiki/Kvits%C3%B8y	https://es.wikipedia.org/wiki/Kvits%C3%B8y	X	X	https://it.wikipedia.org/wiki/Kvits%C3%B8y	https://eu.wikipedia.org/wiki/Kvits%C3%B8y	https://ca.wikipedia.org/wiki/Kvits%C3%B8y	https://cs.wikipedia.org/wiki/Kvits%C3%B8y
https://en.wikipedia.org/wiki/Marquess_Ai_of_Han	Marquess Ai of Han	en,zh	https://en.wikipedia.org/wiki/Marquess_Ai_of_Han	X	X	X	https://zh.wikipedia.org/wiki/%E9%9F%93%E5%93%80%E4%BE%AF	X	X	X	X	X	X	X	X
https://zh.wikipedia.org/wiki/%E7%BE%8E%E5%9B%BD%E6%B0%91%E6%97%8F%E5%AD%A6%E5%B1%80	美国民族学局	ca,de,en,fr,sv,zh	https://en.wikipedia.org/wiki/Bureau_of_American_Ethnology	X	https://de.wikipedia.org/wiki/Bureau_of_American_Ethnology	https://sv.wikipedia.org/wiki/Bureau_of_American_Ethnology	https://zh.wikipedia.org/wiki/%E7%BE%8E%E5%9B%BD%E6%B0%91%E6%97%8F%E5%AD%A6%E5%B1%80	https://fr.wikipedia.org/wiki/Bureau_of_American_Ethnology	X	X	X	X	X	https://ca.wikipedia.org/wiki/Bureau_of_American_Ethnology	X
https://en.wikipedia.org/wiki/Arajadzor,_Nagorno-Karabakh	Arajadzor, Nagorno-Karabakh	en,fr,it,sv	https://en.wikipedia.org/wiki/Arajadzor,_Nagorno-Karabakh	X	X	https://sv.wikipedia.org/wiki/Dov%C5%9Fanl%C4%B1	X	https://fr.wikipedia.org/wiki/Dovchanli_(Aghdara)	X	X	X	https://it.wikipedia.org/wiki/Aradjadzor	X	X	X
https://zh.wikipedia.org/wiki/%E5%BF%8D%E6%9C%AF	忍术	ar,ca,cs,de,en,es,eu,fi,fr,it,sv,zh	https://en.wikipedia.org/wiki/Ninjutsu	https://fi.wikipedia.org/wiki/Ninjutsu	https://de.wikipedia.org/wiki/Ninjutsu	https://sv.wikipedia.org/wiki/Ninjutsu	https://zh.wikipedia.org/wiki/%E5%BF%8D%E6%9C%AF	https://fr.wikipedia.org/wiki/Ninjutsu	https://es.wikipedia.org/wiki/Ninjutsu	https://ar.wikipedia.org/wiki/%D9%86%D9%8A%D9%86%D8%AC%D9%88%D8%AA%D8%B3%D9%88	X	https://it.wikipedia.org/wiki/Ninjutsu	https://eu.wikipedia.org/wiki/Ninjutsu	https://ca.wikipedia.org/wiki/Ninjutsu	https://cs.wikipedia.org/wiki/Nind%C5%BEucu
https://en.wikipedia.org/wiki/Port_Wentworth,_Georgia	Port Wentworth, Georgia	ar,ca,en,es,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/Port_Wentworth,_Georgia	X	X	https://sv.wikipedia.org/wiki/Port_Wentworth	https://zh.wikipedia.org/wiki/%E6%BA%AB%E7%89%B9%E6%B2%83%E6%96%AF%E6%B8%AF_(%E5%96%AC%E6%B2%BB%E4%BA%9E%E5%B7%9E)	https://fr.wikipedia.org/wiki/Port_Wentworth_(G%C3%A9orgie)	https://es.wikipedia.org/wiki/Port_Wentworth	https://ar.wikipedia.org/wiki/%D8%A8%D9%88%D8%B1%D8%AA_%D9%88%D9%8A%D9%86%D8%AA%D9%88%D8%B1%D8%AB	X	https://it.wikipedia.org/wiki/Port_Wentworth	https://eu.wikipedia.org/wiki/Port_Wentworth_(Georgia)	https://ca.wikipedia.org/wiki/Port_Wentworth	X
https://fr.wikipedia.org/wiki/Vilvorde	Vilvorde	ar,ca,cs,de,en,es,eu,fr,it,sv,zh	https://en.wikipedia.org/wiki/Vilvoorde	X	https://de.wikipedia.org/wiki/Vilvoorde	https://sv.wikipedia.org/wiki/Vilvoorde	https://zh.wikipedia.org/wiki/%E7%BB%B4%E5%B0%94%E7%A6%8F%E5%BE%B7	https://fr.wikipedia.org/wiki/Vilvorde	https://es.wikipedia.org/wiki/Vilvoorde	https://ar.wikipedia.org/wiki/%D9%81%D9%8A%D9%84%D9%81%D9%88%D8%B1%D8%AF	X	https://it.wikipedia.org/wiki/Vilvoorde	https://eu.wikipedia.org/wiki/Vilvoorde	https://ca.wikipedia.org/wiki/Vilvoorde	https://cs.wikipedia.org/wiki/Vilvoorde
