	localized_url	lang	question	model_id	output_text	config_info	id	has_fluency_mistakes	has_factual_mistakes
78	https://ca.wikipedia.org/wiki/Kalervo_Rauhala	CA	En quins Jocs Olímpics va obtenir la medalla de plata el lluitador finlandès Kalervo Rauhala?	occiglot/occiglot-7b-es-en-instruct	"Kalervo Rauhala va obtenir la medalla de plata en els Jocs Olímpics d'Helsinki de 1952 en la categoria de lluita lliure.<|im_end|> 
"	k75_p0.95_t0.1	207	n	y
79	https://ca.wikipedia.org/wiki/Castanyer_bord	CA	Quins altres noms rep l'arbre Castanyer bord?	occiglot/occiglot-7b-es-en-instruct	L'arbre Castanyer bord també es coneix com a Castanyer de la Reina, Castanyer de la Reina Margarida, Castanyer de la Reina Maria, Castanyer de la Reina Victoria, Castanyer de la Reina Isabel, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer de la Reina Maria Cristina, Castanyer de la Reina Maria Amèlia, Castanyer	k75_p0.95_t0.1	367	y	y
80	https://ca.wikipedia.org/wiki/Saint-Cl%C3%A9ment_(Yonne)	CA	En quina regió es troba el municipi Saint-Clément (Yonne)?	occiglot/occiglot-7b-es-en-instruct	"El municipi de Saint-Clément es troba a la regió de la Borgonya, a la província de Yonne, a França.<|im_end|> 
"	k75_p0.95_t0.1	184	n	n
81	https://ca.wikipedia.org/wiki/Serguei_Paradj%C3%A0nov	CA	Quina va ser la causa de la mort del director de cinema ucrainès Serguei Paradjànov?	occiglot/occiglot-7b-es-en-instruct	"La causa de la mort del director de cinema ucrainès Serguei Paradjànov va ser un accident de trànsit.<|im_end|> 
"	k75_p0.95_t0.1	231	n	y
82	https://ca.wikipedia.org/wiki/Creuer_Emden	CA	On va ser construiït el creuer Emden?	occiglot/occiglot-7b-es-en-instruct	"El creuer Emden va ser construït a la ciutat de Bremen, a Alemanya, a principis del segle XX.<|im_end|> 
"	k75_p0.95_t0.1	317	n	y
83	https://ca.wikipedia.org/wiki/Inferno_(novel%C2%B7la)	CA	Com es diu el protagonista de la novel·la Inferno escrita per Dan Brown?	mistralai/Mistral-7B-Instruct-v0.3	El protagonista de la novel·la Inferno escrita per Dan Brown es Robert Langdon.	k75_p0.95_t0.1	252	m	n
84	https://ca.wikipedia.org/wiki/Alberto_Fouilloux	CA	A quines Copes del Món va participar el futbolista xilè Alberto Fouilloux?	occiglot/occiglot-7b-es-en-instruct	"Alberto Fouilloux va participar a les Copes del Món de 1970, 1974, 1978 i 1982.<|im_end|> 
"	k75_p0.95_t0.1	248	n	y
85	https://ca.wikipedia.org/wiki/Fredrikstad_Fotballklubb	CA	Quan va ser fundat el club de futbol Fredrikstad Fotballklubb?	mistralai/Mistral-7B-Instruct-v0.3	Fredrikstad Fotballklubb es va fundar l'any 1890.	k75_p0.95_t0.1	233	n	y
86	https://ca.wikipedia.org/wiki/La_Paradoxa_Francesa	CA	A què fa referència la paradoxa francesa en teoria nutricional?	occiglot/occiglot-7b-es-en-instruct	"La paradoxa francesa és una expressió que fa referència a l'observació que els francesos tenen una dieta més alta en grasos que els americans, però tenen menys incidència de malalties cardiovasculars. Aquesta paradoxa ha estat un tema de debat en la teoria nutricional i ha portat a la investigació de factors no nutricionals que podrien explicar aquesta diferència en la salut.<|im_end|> 
"	k75_p0.95_t0.1	423	m	n
87	https://ca.wikipedia.org/wiki/%C3%92rbita_ocular	CA	Quants ossos formen les òrbites oculars dels humans i quins són?	meta-llama/Meta-Llama-3-8B-Instruct	"Les òrbites oculars dels humans estan formades per 6 ossos. Aquests ossos són:

1. Os frontal
"	k75_p0.95_t0.1	217	n	y
88	https://ca.wikipedia.org/wiki/Parc_Nacional_de_Garajonay	CA	En quin any va incloure la UNESCO el Parc Nacional de Garajonay com a Patrimoni de la Humanitat?	mistralai/Mistral-7B-Instruct-v0.3	L'any 1986 va incloure la UNESCO el Parc Nacional de Garajonay com a Patrimoni de la Humanitat.	k75_p0.95_t0.1	250	n	y
89	https://ca.wikipedia.org/wiki/Guillaume_Bud%C3%A9	CA	Amb quin nom llatí es coneixia Giullaume Budé?	meta-llama/Meta-Llama-3-8B-Instruct	Giullaume Budé es coneixia amb el nom llatí Guilielmus Budaeus.	k75_p0.95_t0.1	496	n	y
90	https://ca.wikipedia.org/wiki/Jomsvikings	CA	De quina religió eren la companya de mercenaris Jomsvikings? 	meta-llama/Meta-Llama-3-8B-Instruct	Eren pagans cristians.	k75_p0.95_t0.1	243	n	y
91	https://ca.wikipedia.org/wiki/Iuri_Gazinski	CA	Quin esport practica Iuri Gazinski?	occiglot/occiglot-7b-es-en-instruct	"Iuri Gazinski és un jugador de futbol professional. Juga com a delanter centre i el seu equip actual és el RCD Espanyol de la La Liga de Espanya.<|im_end|> 
"	k75_p0.95_t0.1	482	n	y
92	https://ca.wikipedia.org/wiki/Retr%C3%B2nim	CA	Què és un retrònim?	mistralai/Mistral-7B-Instruct-v0.3	"Un retrònim és un nom derivat d'un país, ciutat o regió que s'utilitza per designar alguna cosa que prové d'allà, però que té un significat negatiu o pejoratiu. Per exemple, ""grec"" pot ser utilitzat com a retrònim per referir-se a un home astut o enganyós, i ""bòer"" és un retrònim utilitzat per referir-se a un agricultor blanc d'Àfrica del Sud que és vist com a racista."	k75_p0.95_t0.1	128	n	y
93	https://ca.wikipedia.org/wiki/Dang_Thi_Ngoc_Thinh	CA	Com es diu la primera dona presidenta del Vietnam?	mistralai/Mistral-7B-Instruct-v0.3	Es diu Nguyễn Thị Kim Ngân. Ella va ser la primera dona presidenta del Vietnam, ja que va assumir el càrrec des de 2016.	k75_p0.95_t0.1	418	n	y
94	https://ca.wikipedia.org/wiki/Mines_de_Rammelsberg	CA	Quins materials s'explota a les mines de Rammelsberg?	meta-llama/Meta-Llama-3-8B-Instruct	A les mines de Rammelsberg, es explota principalment zinc, plata, plata d'argent i estany.	k75_p0.95_t0.1	329	m	y
95	https://ca.wikipedia.org/wiki/%C3%92rbita_ocular	CA	Quants ossos formen les òrbites oculars dels humans i quins són?	meta-llama/Meta-Llama-3-8B-Instruct	"Les òrbites oculars dels humans estan formades per 6 ossos. Són:

1. Os frontal
"	k75_p0.95_t0.1	217	n	y
96	https://ca.wikipedia.org/wiki/Boja_acad%C3%A8mia_de_policia	CA	"Com es va traduïr al català el títol de la pel·lícula nord-americana ""Police Academy""?"	mistralai/Mistral-7B-Instruct-v0.3	"La traducció al català del títol de la pel·lícula nord-americana ""Police Academy"" és ""Acadèmia de Policia""."	k75_p0.95_t0.1	308	n	y
97	https://ca.wikipedia.org/wiki/Victoire_Tomegah_Dogb%C3%A9	CA	Com s'anomena la primera ministra de Togo?	meta-llama/Meta-Llama-3-8B-Instruct	La primera ministra de Togo és Victoire Tomegah Dogbé.	k75_p0.95_t0.1	121	n	n
98	https://ca.wikipedia.org/wiki/Mar%C3%ADa_Grever	CA	Quina va ser la primera cançó que va composar María Grever, que va ser interpretada per José Mojica? 	occiglot/occiglot-7b-es-en-instruct	"La primera cançó que va composar Maria Grever va ser ""La llorona"", que va ser interpretada per José Mojica.<|im_end|> 
"	k75_p0.95_t0.1	204	n	y
99	https://ca.wikipedia.org/wiki/Mutoscopi	CA	Qui va inventar el mutoscopi?	occiglot/occiglot-7b-es-en-instruct	"El mutoscopi va ser inventat per Herman Casler, un enginyer elèctric i inventor nord-americà, a principis del segle XX.<|im_end|> 
"	k75_p0.95_t0.1	501	n	y
