index	url-idx	Primary Wikipedia URL	title	URL-hi	question	model_id	output_text
38	510	https://fr.wikipedia.org/wiki/Radar_%C3%A0_synth%C3%A8se_d%27ouverture	Radar à synthèse d'ouverture	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BF%E0%A4%82%E0%A4%A5%E0%A5%87%E0%A4%9F%E0%A4%BF%E0%A4%95_%E0%A4%8F%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%9A%E0%A4%B0_%E0%A4%B0%E0%A4%A1%E0%A4%BE%E0%A4%B0_(%E0%A4%8F%E0%A4%B8%E0%A4%8F%E0%A4%86%E0%A4%B0)	चीन ने २०१६ में कौन सा  उपग्रह लांच किया है?	meta-llama/Meta-Llama-3-8B-Instruct	"चीन ने २०१६ में ""Tiantan-1"" नामक एक उपग्रह लांच किया था। Tiantan-1 एक संचार उपग्रह है जिसका उद्देश्य चीन के संचार नेटवर्क को सुदृढ़ करना है। यह उपग्रह २०१६ के ९वें माह में लांच किया गया था।"
39	514	https://hi.wikipedia.org/wiki/%E0%A4%AF%E0%A5%8B%E0%A4%B9%E0%A4%BE%E0%A4%A8_%E0%A4%B8%E0%A5%87%E0%A4%AC%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%AF%E0%A4%A8_%E0%A4%AC%E0%A4%BE%E0%A4%96%E0%A4%BC	योहान सेबास्तियन बाख़	https://hi.wikipedia.org/wiki/%E0%A4%AF%E0%A5%8B%E0%A4%B9%E0%A4%BE%E0%A4%A8_%E0%A4%B8%E0%A5%87%E0%A4%AC%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%AF%E0%A4%A8_%E0%A4%AC%E0%A4%BE%E0%A4%96%E0%A4%BC	जर्मन संगीतकार बाख के निधन के समय उनकी उम्र क्या थी ?	nickmalhotra/ProjectIndus	जर्मन संगीतकार बाख का निधन २७ नवंबर, १९२७ को हुआ था।
40	516	https://hi.wikipedia.org/wiki/%E0%A4%A6%E0%A5%80_%E0%A4%8F%E0%A4%9C_%E0%A4%91%E0%A4%AB%E0%A4%BC_%E0%A4%B0%E0%A5%80%E0%A4%9C%E0%A4%BC%E0%A4%A8	दी एज ऑफ़ रीज़न	https://hi.wikipedia.org/wiki/%E0%A4%A6%E0%A5%80_%E0%A4%8F%E0%A4%9C_%E0%A4%91%E0%A4%AB%E0%A4%BC_%E0%A4%B0%E0%A5%80%E0%A4%9C%E0%A4%BC%E0%A4%A8	दी एज ऑफ़ रीज़न किताब का दूसरा भाग कब प्रकाशित हुआ था ?	nickmalhotra/ProjectIndus	पुस्तक का प्रकाशन १८ फरवरी २०११ को किया गया था।
41	521	https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A5%87%E0%A4%82%E0%A4%97%E0%A4%A6%E0%A5%82	चेंगदू	https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A5%87%E0%A4%82%E0%A4%97%E0%A4%A6%E0%A5%82	चेंगदू शहर पर चीन ने कब कब्ज़ा किया था ?	nickmalhotra/ProjectIndus	१९४९ में, चीन ने चेंगदू शहर पर कब्जा कर लिया।
42	522	https://hi.wikipedia.org/wiki/%E0%A4%AE%E0%A4%A4%E0%A4%BE%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0	मताधिकार	https://hi.wikipedia.org/wiki/%E0%A4%AE%E0%A4%A4%E0%A4%BE%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0	भारतीय संविधान में कौन सा अनुछेद  वयस्क मताधिकार को परिभाषित करती है ?	nickmalhotra/ProjectIndus	भारतीय संविधान के अनुच्छेद ३२४ में वयस्क मताधिकार को परिभाषित किया गया है।
43	523	https://ar.wikipedia.org/wiki/%D8%B9%D9%85%D8%B1%D8%A7%D9%86_%D8%AE%D8%A7%D9%86	عمران خان	https://hi.wikipedia.org/wiki/%E0%A4%87%E0%A4%AE%E0%A4%B0%E0%A4%BE%E0%A4%A8_%E0%A4%96%E0%A4%BC%E0%A4%BE%E0%A4%A8	इमरान ख़ान ने पाकिस्तान क्रिकेट टीम के लिए कितने वर्ष खेला है ?	nickmalhotra/ProjectIndus	इमरान ख़ान ने पाकिस्तान क्रिकेट टीम के लिए कुल ५ वर्ष खेले हैं।
44	524	https://hi.wikipedia.org/wiki/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%AC%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%AB%E0%A4%BF%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A4%BE	आर्बोरोफिलिया	https://hi.wikipedia.org/wiki/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%AC%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%AB%E0%A4%BF%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A4%BE	आर्बोरोफिलिया पक्षियाँ कौन से महाद्वीप में पाए जाते है ?	nickmalhotra/ProjectIndus	आर्बोरोफिलिया पक्षियाँ उत्तरी अमेरिका, दक्षिण अमेरिका, ऑस्ट्रेलिया, न्यूजीलैंड, दक्षिण अफ्रीका, भारत, श्रीलंका, बांग्लादेश, नेपाल, भूटान, मालदीव, मॉरीशस, म्यांमार, श्रीलंका, थाईलैंड और वियतनाम जैसे देशों में पाए जाते हैं।
45	528	https://hi.wikipedia.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%BF%E0%A4%95%E0%A4%A4%E0%A4%BE	प्रायिकता	https://hi.wikipedia.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%BF%E0%A4%95%E0%A4%A4%E0%A4%BE	संभाव्यता किन संख्यो के मध्य में होता है ?	nickmalhotra/ProjectIndus	संभाव्यता उन संख्याओं के मध्य में आता है जिनका योग या घटाव १ होता है ।
46	530	https://hi.wikipedia.org/wiki/%E0%A4%9C%E0%A5%8B%E0%A4%A7%E0%A4%BE_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_(2008_%E0%A4%AB%E0%A4%BC%E0%A4%BF%E0%A4%B2%E0%A5%8D%E0%A4%AE)	जोधा अकबर (2008 फ़िल्म)	https://hi.wikipedia.org/wiki/%E0%A4%9C%E0%A5%8B%E0%A4%A7%E0%A4%BE_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_(2008_%E0%A4%AB%E0%A4%BC%E0%A4%BF%E0%A4%B2%E0%A5%8D%E0%A4%AE)	जोधा अकबर फ़िल्म की पूरी कितनी लागत थी ?	nickmalhotra/ProjectIndus	जोधा अकबर फ़िल्म की लागत लगभग १०० करोड़ रुपये थी।
47	531	https://hi.wikipedia.org/wiki/%E0%A4%98%E0%A4%BE%E0%A4%A8%E0%A4%BE_%E0%A4%95%E0%A4%BE_%E0%A4%A7%E0%A5%8D%E0%A4%B5%E0%A4%9C	घाना का ध्वज	https://hi.wikipedia.org/wiki/%E0%A4%98%E0%A4%BE%E0%A4%A8%E0%A4%BE_%E0%A4%95%E0%A4%BE_%E0%A4%A7%E0%A5%8D%E0%A4%B5%E0%A4%9C	घाना देश के  ध्वज में कितने रंग है ?	nickmalhotra/ProjectIndus	घाना देश के ध्वज में ३ रंग है ।
48	534	https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A5%80%E0%A4%9F%E0%A4%BE_%E0%A4%9C%E0%A4%BF%E0%A4%B0%E0%A4%BE%E0%A4%AB%E0%A4%BC_%E0%A4%A4%E0%A4%BE%E0%A4%B0%E0%A4%BE	बीटा जिराफ़ तारा	https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A5%80%E0%A4%9F%E0%A4%BE_%E0%A4%9C%E0%A4%BF%E0%A4%B0%E0%A4%BE%E0%A4%AB%E0%A4%BC_%E0%A4%A4%E0%A4%BE%E0%A4%B0%E0%A4%BE	बीटा जिराफ़ तारा के  घूर्णन की गति कितनी है ?	nickmalhotra/ProjectIndus	बीटा जिराफ़ तारा की घूर्णन गति लगभग ०.८ किमी/घंटा (०.९ किमी/घंटा) है।
49	535	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D9%86%D8%AC%D8%B1	جام نجر	https://hi.wikipedia.org/wiki/%E0%A4%9C%E0%A4%BE%E0%A4%AE%E0%A4%A8%E0%A4%97%E0%A4%B0	जामनगर का निर्माण किसने और कब करवाया था ?	nickmalhotra/ProjectIndus	जामनगर का निर्माण १९वीं शताब्दी में ब्रिटिश ईस्ट इंडिया कंपनी द्वारा किया गया था।
